customer_id,credit_score,age,balance,estimated_salary,country,gender,tenure,products_number,credit_card,active_member,churn
15592751,684,63,81245.79,69643.31,Germany,Female,d3,f0,g1,h0,j1
15788022,802,41,90757.64,169183.66,Germany,Female,d4,f1,g0,h1,j0
15582335,556,40,129860.37,17992.94,France,Female,d9,f0,g0,h0,j0
15762045,474,37,142688.57,110953.33,Germany,Female,d5,f1,g1,h1,j0
15790564,832,40,107648.94,134638.97,Germany,Female,d9,f1,g1,h1,j0
15714610,575,30,0.0,82222.86,Spain,Male,d2,f1,g1,h1,j0
15620570,736,43,202443.47,72375.03,France,Male,d4,f0,g1,h0,j0
15638257,682,54,83102.72,54132.93,Spain,Female,d0,f1,g1,h1,j0
15631639,704,40,95452.89,179964.55,France,Female,d6,f0,g0,h1,j0
15633213,628,50,0.0,144366.83,Spain,Male,d8,f0,g0,h0,j1
15618245,706,31,117020.08,54439.53,Germany,Male,d1,f1,g1,h0,j0
15779711,750,38,97257.41,179883.04,Spain,Female,d7,f1,g0,h1,j0
15757535,647,44,0.0,174205.22,Spain,Female,d5,f2,g1,h1,j1
15705050,611,30,0.0,148887.69,France,Male,d9,f1,g1,h1,j0
15569878,592,37,96651.03,3232.82,France,Male,d3,f0,g1,h1,j0
15594685,757,49,0.0,164482.92,France,Female,d2,f1,g0,h0,j0
15788189,665,41,96147.55,137037.97,France,Female,d8,f0,g1,h0,j0
15703541,772,51,143930.92,46675.51,Germany,Female,d9,f0,g0,h1,j1
15683625,703,37,149762.08,20629.4,France,Male,d1,f0,g1,h0,j1
15677117,629,61,0.0,133672.61,France,Female,d6,f1,g1,h1,j0
15623063,651,35,110067.71,127678.95,Germany,Male,d8,f0,g1,h0,j1
15789109,686,41,0.0,144272.71,France,Female,d10,f0,g1,h1,j1
15764153,704,33,130499.09,74804.36,France,Female,d0,f1,g1,h1,j0
15635870,579,50,117721.02,192146.63,Germany,Female,d5,f0,g0,h1,j1
15669410,683,30,110829.52,24938.84,France,Male,d8,f1,g0,h0,j0
15647301,549,45,143734.01,96404.38,Germany,Female,d3,f1,g1,h1,j0
15667392,652,38,123081.84,188657.97,Spain,Female,d6,f1,g1,h1,j0
15769959,597,53,88381.21,69384.71,France,Female,d4,f0,g1,h0,j1
15659710,581,25,77886.53,150319.49,France,Male,d5,f1,g1,h0,j0
15626042,690,26,0.0,93255.85,Spain,Female,d2,f1,g1,h1,j0
15760446,598,64,0.0,13181.37,France,Female,d9,f0,g0,h1,j1
15744606,832,29,93833.86,10417.87,Spain,Male,d8,f0,g0,h1,j0
15648067,583,39,129299.28,73107.6,France,Male,d1,f1,g1,h0,j0
15588566,778,33,116474.28,32757.55,Spain,Male,d5,f1,g1,h1,j0
15682540,602,33,0.0,112928.74,France,Female,d8,f1,g1,h1,j0
15574283,580,31,0.0,64014.24,France,Male,d2,f1,g0,h1,j0
15674179,513,34,60515.13,124571.09,Germany,Male,d7,f0,g0,h0,j0
15763662,711,43,39043.29,175423.69,Germany,Male,d2,f1,g1,h1,j0
15728362,671,29,0.0,158043.11,France,Female,d3,f1,g1,h0,j0
15674840,645,38,101430.3,4400.32,France,Female,d5,f1,g0,h1,j0
15710034,637,43,135645.29,101382.86,Germany,Male,d1,f1,g0,h1,j1
15656829,577,33,0.0,57975.8,Spain,Female,d6,f1,g1,h0,j0
15808326,592,34,0.0,20460.2,France,Female,d9,f1,g1,h1,j0
15772243,612,33,0.0,142797.5,France,Female,d9,f0,g0,h0,j1
15672692,787,42,145988.65,79510.37,France,Female,d10,f1,g1,h1,j0
15770984,697,40,130334.35,116951.1,Spain,Female,d7,f1,g0,h1,j0
15624641,740,43,0.0,199290.68,Spain,Male,d9,f0,g1,h0,j1
15756920,576,63,70655.48,78955.8,France,Male,d9,f0,g0,h0,j1
15805637,625,36,108546.16,133807.77,France,Male,d9,f2,g1,h0,j1
15771535,794,37,0.0,68008.85,Spain,Female,d9,f1,g1,h0,j0
15783026,701,41,0.0,47856.78,France,Female,d2,f0,g1,h0,j0
15697424,597,30,119370.11,182726.22,Spain,Female,d2,f0,g1,h1,j1
15742358,696,32,101160.99,115916.55,Germany,Male,d8,f0,g1,h1,j0
15777553,659,56,123785.24,99504.03,France,Female,d9,f0,g1,h0,j1
15697597,631,26,149144.61,123697.95,France,Male,d1,f0,g0,h1,j0
15742879,668,38,147904.31,69370.05,Spain,Male,d1,f0,g1,h1,j0
15805769,656,33,0.0,116706.0,Spain,Male,d4,f1,g1,h0,j0
15603880,519,38,114141.64,60988.21,Germany,Male,d1,f0,g1,h1,j1
15699029,670,37,170557.91,198252.88,France,Male,d4,f1,g1,h0,j0
15682356,655,37,111852.84,10511.13,France,Female,d7,f1,g1,h0,j0
15637354,623,24,148167.83,109470.34,France,Female,d7,f1,g1,h1,j0
15761976,797,31,0.0,117916.63,Spain,Female,d8,f1,g1,h0,j0
15746986,850,40,97990.49,106691.02,Germany,Female,d4,f1,g0,h0,j0
15742854,640,46,0.0,89043.19,Spain,Female,d8,f1,g1,h0,j0
15607598,575,31,0.0,95686.42,Spain,Female,d6,f1,g1,h1,j0
15799641,540,39,0.0,81995.92,Spain,Male,d2,f1,g1,h0,j0
15570859,626,36,181671.16,57531.14,Germany,Male,d2,f1,g1,h1,j0
15720924,585,34,0.0,75503.6,France,Female,d1,f0,g1,h1,j0
15628950,501,25,104013.79,114774.35,Germany,Male,d6,f0,g1,h0,j0
15776743,647,43,0.0,78488.39,France,Male,d9,f1,g1,h1,j0
15610056,631,34,125227.82,128247.03,Germany,Female,d6,f1,g0,h1,j0
15772528,750,47,121376.15,54473.6,France,Female,d7,f1,g1,h0,j1
15782630,543,35,137482.19,62389.35,France,Male,d5,f0,g0,h0,j0
15800688,495,42,0.0,130404.53,Spain,Female,d7,f1,g0,h0,j0
15743456,715,32,0.0,60907.49,France,Female,d10,f1,g1,h0,j0
15785326,639,35,136526.26,59653.03,Spain,Female,d5,f1,g1,h0,j0
15781409,834,28,0.0,74287.53,France,Female,d6,f0,g1,h0,j0
15795124,726,50,94504.35,5078.9,Germany,Male,d9,f0,g0,h1,j0
15743051,694,30,144684.03,31805.49,France,Male,d10,f0,g1,h1,j0
15718247,606,46,0.0,183717.94,Spain,Female,d8,f1,g1,h1,j0
15731117,437,28,109161.25,152987.42,Spain,Male,d2,f0,g1,h0,j0
15584812,693,39,0.0,81901.6,Spain,Female,d0,f1,g0,h0,j0
15577657,732,41,0.0,170886.17,France,Male,d8,f1,g1,h1,j0
15659094,765,34,136729.51,47058.21,Germany,Female,d8,f1,g0,h0,j0
15710689,578,40,63609.92,74965.61,Spain,Male,d6,f0,g0,h0,j1
15663830,563,32,0.0,19720.08,Spain,Male,d6,f1,g1,h1,j0
15690772,635,48,0.0,136551.25,Spain,Female,d2,f1,g1,h1,j0
15722533,716,40,0.0,167636.15,France,Female,d3,f1,g0,h1,j0
15718231,537,28,88963.31,189839.93,France,Male,d0,f1,g1,h1,j0
15760865,754,48,141819.02,93550.53,Germany,Female,d7,f0,g1,h0,j1
15812073,529,31,0.0,175697.87,France,Female,d7,f1,g1,h1,j0
15587240,518,40,0.0,194416.58,France,Male,d4,f1,g0,h1,j0
15739248,727,52,0.0,118429.02,France,Male,d4,f1,g1,h1,j0
15706647,761,31,0.0,166698.18,France,Male,d7,f2,g1,h1,j0
15711742,708,34,0.0,62868.33,France,Female,d4,f0,g1,h1,j0
15739578,850,49,128663.9,65769.3,France,Male,d6,f0,g1,h0,j1
15737556,590,43,81076.8,182627.25,France,Male,d7,f1,g1,h1,j1
15740458,703,36,135095.47,143859.66,Spain,Male,d7,f0,g1,h0,j0
15572467,506,37,0.0,127543.81,France,Male,d5,f1,g1,h1,j0
15758050,622,37,0.0,4459.5,Spain,Male,d4,f1,g1,h0,j0
15568006,634,45,0.0,101039.53,France,Female,d2,f3,g1,h0,j1
15663234,508,60,143262.04,129562.74,France,Female,d7,f0,g1,h1,j0
15624374,703,28,0.0,2151.17,France,Male,d9,f1,g0,h1,j0
15694765,610,49,113882.33,195813.81,Germany,Male,d6,f0,g1,h0,j1
15657535,590,29,0.0,51907.72,Spain,Male,d10,f0,g1,h1,j1
15779174,451,36,0.0,180142.42,France,Female,d2,f1,g1,h1,j0
15629744,804,71,0.0,147995.96,France,Female,d8,f1,g0,h1,j0
15718769,557,36,113110.26,98413.1,Spain,Male,d1,f0,g1,h0,j0
15613326,596,33,138162.81,85412.54,France,Female,d1,f0,g1,h0,j0
15694098,575,54,68332.96,144390.75,France,Female,d9,f0,g1,h1,j0
15758845,590,37,64345.21,61759.33,Spain,Female,d0,f0,g0,h1,j1
15807546,837,38,0.0,46395.21,France,Female,d2,f1,g1,h1,j0
15794204,687,28,108116.66,27411.19,France,Male,d7,f0,g1,h1,j0
15584967,596,57,0.0,72402.0,Spain,Male,d6,f1,g1,h1,j0
15600821,721,69,108424.19,178418.35,France,Male,d2,f0,g1,h1,j0
15712772,757,28,75381.15,199727.72,France,Male,d3,f0,g1,h1,j0
15813159,526,52,93590.47,21228.71,France,Male,d8,f0,g0,h1,j1
15793046,619,35,90413.12,20555.21,France,Female,d4,f0,g1,h1,j0
15578908,725,32,0.0,138525.19,Spain,Female,d0,f1,g1,h1,j0
15680666,579,39,151963.26,158948.63,Spain,Female,d2,f1,g1,h0,j0
15603741,719,40,128389.12,176091.31,Spain,Male,d4,f0,g1,h1,j0
15725882,618,40,133245.52,54495.82,Germany,Female,d1,f1,g1,h1,j0
15770225,493,36,0.0,65816.53,France,Male,d9,f1,g1,h1,j0
15781530,690,21,0.0,155782.89,France,Male,d8,f1,g1,h1,j0
15673578,611,40,128486.91,10109.47,Germany,Female,d7,f1,g1,h0,j0
15644200,807,42,0.0,16500.66,Spain,Female,d1,f0,g1,h0,j1
15727177,557,42,177822.03,150944.31,France,Male,d6,f0,g1,h0,j1
15684645,704,41,62078.21,129050.67,Germany,Male,d9,f1,g1,h0,j0
15715907,699,64,113109.52,27980.8,France,Male,d9,f0,g1,h0,j1
15651664,615,61,104267.7,62845.64,France,Female,d1,f0,g1,h0,j1
15797733,503,30,136622.55,47310.24,Germany,Male,d10,f1,g0,h0,j0
15796111,708,54,145151.4,125311.17,Germany,Female,d8,f0,g0,h1,j1
15647099,633,37,156091.97,72008.61,France,Female,d9,f0,g1,h0,j0
15629519,472,37,0.0,48357.9,France,Female,d1,f1,g1,h1,j0
15761024,619,33,167733.51,65222.48,France,Female,d2,f1,g1,h1,j0
15671256,850,35,211774.31,188574.12,France,Female,d1,f0,g1,h0,j1
15761294,667,56,137464.04,130846.79,Germany,Female,d8,f0,g1,h0,j1
15626143,695,37,0.0,99692.65,France,Male,d2,f1,g1,h1,j0
15639278,580,36,145387.32,169963.2,Germany,Female,d6,f1,g1,h1,j1
15779247,683,24,98567.1,187987.01,Spain,Female,d8,f0,g1,h0,j0
15721658,672,56,209767.31,150694.42,Spain,Female,d2,f1,g1,h1,j1
15761047,724,31,160997.54,64831.36,Germany,Male,d2,f1,g0,h1,j0
15585466,552,29,0.0,12186.83,France,Male,d10,f1,g1,h0,j0
15682467,725,36,118851.05,102747.02,France,Female,d1,f0,g1,h1,j0
15633059,413,34,0.0,6534.18,France,Male,d9,f1,g0,h0,j0
15806796,516,33,138847.9,127256.7,Germany,Female,d10,f0,g1,h1,j0
15741336,715,38,118590.41,5684.17,France,Female,d5,f0,g1,h1,j1
15650889,710,30,133537.1,155593.74,Germany,Female,d10,f1,g1,h0,j0
15708193,707,33,0.0,130866.95,France,Male,d2,f1,g0,h0,j0
15659800,584,50,0.0,152567.75,Spain,Female,d1,f0,g0,h1,j1
15733581,831,32,80262.66,194867.78,Germany,Male,d9,f0,g1,h0,j0
15812982,509,38,0.0,168460.12,Spain,Male,d2,f0,g0,h0,j0
15616380,803,37,0.0,7455.2,Spain,Female,d1,f1,g0,h0,j0
15791373,850,35,80931.75,12639.67,Germany,Female,d2,f0,g0,h0,j1
15702656,651,33,96834.78,108764.69,France,Female,d1,f0,g1,h0,j0
15740602,674,27,111568.01,22026.18,Germany,Female,d4,f0,g0,h1,j0
15567063,766,34,106434.94,137995.66,Germany,Female,d6,f0,g0,h1,j1
15611329,608,35,0.0,143463.28,Spain,Female,d6,f1,g1,h1,j0
15600173,595,33,0.0,41447.86,France,Female,d9,f1,g1,h1,j0
15645248,510,30,0.0,130553.47,France,Female,d0,f1,g1,h1,j0
15788920,836,32,109196.67,55218.02,Germany,Female,d4,f1,g1,h0,j0
15779973,684,35,99967.76,176882.08,Germany,Male,d3,f0,g1,h1,j0
15584090,621,40,0.0,131283.6,Spain,Female,d7,f1,g0,h1,j1
15598894,784,38,122267.85,145759.93,Spain,Male,d10,f0,g0,h0,j0
15800814,534,35,81951.74,115668.53,France,Male,d2,f1,g1,h0,j0
15597602,619,57,137946.39,72467.99,Germany,Male,d3,f0,g1,h1,j1
15756241,767,44,152509.25,136915.15,France,Female,d2,f0,g1,h1,j0
15746662,568,27,116320.68,45563.94,Spain,Female,d1,f0,g0,h1,j0
15707488,560,27,0.0,131919.48,France,Female,d5,f1,g1,h0,j0
15662578,679,35,110245.13,178291.09,Germany,Male,d1,f0,g1,h1,j0
15720706,529,39,82766.43,122925.44,Spain,Female,d2,f0,g1,h1,j0
15723685,601,26,105514.69,50070.59,Germany,Female,d7,f1,g1,h0,j0
15703820,552,42,133701.07,101069.71,France,Male,d9,f1,g1,h0,j1
15597394,668,34,0.0,99984.86,Spain,Male,d0,f0,g0,h0,j0
15615207,792,47,0.0,5557.88,Spain,Male,d0,f0,g1,h1,j1
15766374,632,42,119624.6,195978.86,Germany,Male,d4,f1,g1,h1,j0
15724200,584,38,115341.55,173632.92,France,Male,d1,f0,g0,h1,j0
15573971,737,44,0.0,57898.58,France,Male,d7,f1,g0,h0,j0
15646190,677,56,119963.45,158325.87,France,Female,d0,f0,g0,h0,j1
15723907,712,49,154776.42,196257.68,Germany,Female,d5,f1,g0,h0,j0
15671655,763,31,143966.3,140262.96,Germany,Male,d7,f1,g1,h1,j1
15604576,850,22,0.0,144385.54,Spain,Male,d3,f0,g1,h1,j0
15715988,793,35,0.0,79704.12,France,Male,d2,f1,g1,h1,j0
15647782,729,36,152899.24,177130.33,Germany,Male,d8,f1,g1,h0,j0
15697360,505,36,79951.9,174123.16,France,Female,d2,f0,g0,h1,j1
15656293,786,35,0.0,92712.97,France,Male,d3,f1,g1,h0,j0
15733229,638,34,0.0,3946.29,Spain,Female,d7,f1,g0,h0,j0
15670668,658,29,75395.53,54914.92,Germany,Male,d5,f1,g0,h1,j0
15680234,667,27,138032.15,166317.71,Germany,Male,d2,f0,g1,h0,j0
15758451,765,37,102708.77,9087.81,Germany,Male,d7,f0,g1,h0,j0
15572294,623,28,0.0,129526.57,France,Male,d7,f0,g0,h0,j0
15782531,684,31,0.0,188637.05,Spain,Female,d8,f1,g1,h0,j0
15727539,618,31,0.0,29176.04,France,Female,d4,f1,g1,h0,j0
15719991,727,52,154733.97,80259.67,Spain,Female,d1,f0,g1,h0,j1
15672966,682,64,0.0,103318.44,Spain,Female,d9,f1,g1,h1,j0
15652782,678,48,101099.9,193476.04,Germany,Male,d2,f1,g0,h1,j0
15642002,554,35,117707.18,95277.15,France,Female,d6,f1,g0,h0,j1
15711489,760,32,0.0,114565.35,Spain,Female,d2,f0,g1,h1,j0
15801265,689,45,57784.22,197804.0,Spain,Female,d0,f0,g1,h0,j1
15783859,733,24,161884.99,9617.24,France,Female,d3,f0,g1,h1,j0
15783030,685,40,0.0,72852.74,France,Female,d7,f0,g1,h0,j1
15801316,523,61,66250.71,21859.06,France,Male,d8,f0,g1,h1,j0
