customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15585768,582,Germany,Male,41,d6,70349.48,f1,g0,h1,178074.04,j0
15619360,472,Spain,Male,40,d4,0.0,f0,g1,h0,70154.22,j0
15738148,465,France,Female,51,d8,122522.32,f0,g0,h0,181297.65,j1
15687946,556,France,Female,61,d2,117419.35,f0,g1,h1,94153.83,j0
15755196,834,France,Female,49,d2,131394.56,f0,g0,h0,194365.76,j1
15684171,660,Spain,Female,61,d5,155931.11,f0,g1,h1,158338.39,j0
15754849,776,Germany,Female,32,d4,109421.13,f1,g1,h1,126517.46,j0
15602280,829,Germany,Female,27,d9,112045.67,f0,g1,h1,119708.21,j1
15771573,637,Germany,Female,39,d9,137843.8,f0,g1,h1,117622.8,j1
15766205,550,Germany,Male,38,d2,103391.38,f0,g0,h1,90878.13,j0
15771873,776,Germany,Female,37,d2,103769.22,f1,g1,h0,194099.12,j0
15616550,698,Germany,Male,44,d10,116363.37,f1,g1,h0,198059.16,j0
15768193,585,Germany,Male,36,d5,146050.97,f1,g0,h0,86424.57,j0
15683553,788,France,Female,33,d5,0.0,f1,g0,h0,116978.19,j0
15702298,655,Germany,Male,41,d8,125561.97,f0,g0,h0,164040.94,j1
15569590,601,Germany,Male,42,d1,98495.72,f0,g1,h0,40014.76,j1
15760861,619,France,Male,43,d1,125211.92,f0,g1,h1,113410.49,j0
15630053,656,France,Male,45,d5,127864.4,f0,g1,h0,87107.57,j0
15647091,725,Germany,Male,19,d0,75888.2,f0,g0,h0,45613.75,j0
15623944,511,Spain,Female,66,d4,0.0,f0,g1,h0,1643.11,j1
15804771,614,France,Male,51,d4,40685.92,f0,g1,h1,46775.28,j0
15651280,742,Germany,Male,35,d5,136857.0,f0,g0,h0,84509.57,j0
15773469,687,Germany,Female,27,d9,152328.88,f1,g0,h0,126494.82,j0
15702014,555,Spain,Male,33,d1,56084.69,f1,g0,h0,178798.13,j0
15751208,684,Spain,Male,56,d8,78707.16,f0,g1,h1,99398.36,j0
15592461,603,Germany,Male,26,d4,109166.37,f0,g1,h1,92840.67,j0
15789484,751,Germany,Female,36,d6,169831.46,f1,g1,h1,27758.36,j0
15696061,581,Germany,Female,34,d1,101633.04,f0,g1,h0,110431.51,j0
15641582,735,Germany,Male,43,d10,123180.01,f1,g1,h1,196673.28,j0
15638424,661,Germany,Female,35,d5,150725.53,f1,g0,h1,113656.85,j0
15755648,675,France,Female,21,d8,98373.26,f0,g1,h0,18203.0,j0
15703793,738,Germany,Male,58,d2,133745.44,f3,g1,h0,28373.86,j1
15620344,813,France,Male,29,d6,0.0,f0,g1,h0,33953.87,j0
15812518,657,Spain,Female,37,d0,163607.18,f0,g0,h1,44203.55,j0
15779052,604,Germany,Female,25,d5,157780.84,f1,g1,h1,58426.81,j0
15770811,519,France,Male,36,d9,0.0,f1,g0,h1,145562.4,j0
15780961,735,France,Female,21,d1,178718.19,f1,g1,h0,22388.0,j0
15614049,664,France,Male,55,d8,0.0,f1,g1,h1,139161.64,j0
15662085,678,France,Female,32,d9,0.0,f0,g1,h1,148210.64,j0
15575185,757,Spain,Male,33,d5,77253.22,f0,g0,h1,194239.63,j0
15803136,416,Germany,Female,41,d10,122189.66,f1,g1,h0,98301.61,j0
15706021,665,France,Female,34,d1,96645.54,f1,g0,h0,171413.66,j0
15663706,777,France,Female,32,d2,0.0,f0,g1,h0,136458.19,j1
15641732,543,France,Female,36,d3,0.0,f1,g0,h0,26019.59,j0
15701164,506,France,Female,34,d4,90307.62,f0,g1,h1,159235.29,j0
15738751,493,France,Female,46,d4,0.0,f1,g1,h0,1907.66,j0
15805254,652,Spain,Female,75,d10,0.0,f1,g1,h1,114675.75,j0
15762418,750,Spain,Male,22,d3,121681.82,f0,g1,h0,128643.35,j1
15625759,729,France,Male,30,d9,0.0,f1,g1,h0,151869.35,j0
15622897,646,France,Female,46,d4,0.0,f2,g1,h0,93251.42,j1
15767954,635,Germany,Female,28,d3,81623.67,f1,g1,h1,156791.36,j0
15757535,647,Spain,Female,44,d5,0.0,f2,g1,h1,174205.22,j1
15731511,808,France,Male,45,d7,118626.55,f1,g1,h0,147132.46,j0
15809248,524,France,Female,36,d10,0.0,f1,g1,h0,109614.57,j0
15640635,769,France,Male,29,d8,0.0,f1,g1,h1,172290.61,j0
15676966,730,Spain,Male,42,d4,0.0,f1,g0,h1,85982.47,j0
15699461,515,Spain,Male,35,d10,176273.95,f0,g0,h1,121277.78,j0
15738721,773,Spain,Male,41,d9,102827.44,f0,g0,h1,64595.25,j0
15693683,814,Germany,Male,29,d8,97086.4,f1,g1,h1,197276.13,j0
15604348,710,Spain,Male,22,d8,0.0,f1,g0,h0,99645.04,j0
15633059,413,France,Male,34,d9,0.0,f1,g0,h0,6534.18,j0
15808582,665,France,Female,40,d6,0.0,f0,g1,h1,161848.03,j0
15743192,623,France,Female,44,d6,0.0,f1,g0,h0,167162.43,j0
15580146,738,France,Male,31,d9,82674.15,f0,g1,h0,41970.72,j0
15776605,528,Spain,Male,36,d7,0.0,f1,g1,h0,60536.56,j0
15804919,670,Spain,Female,65,d1,0.0,f0,g1,h1,177655.68,j1
15613854,622,Spain,Female,46,d4,107073.27,f1,g1,h1,30984.59,j1
15599195,582,Germany,Male,32,d1,88938.62,f0,g1,h1,10054.53,j0
15812878,785,Germany,Female,36,d2,99806.85,f0,g0,h1,36976.52,j0
15602312,605,Spain,Male,33,d5,150092.8,f0,g0,h0,71862.79,j0
15744689,479,Germany,Male,35,d9,92833.89,f0,g1,h0,99449.86,j1
15803526,685,Germany,Male,30,d3,90536.81,f0,g0,h1,63082.88,j0
15665790,538,Germany,Male,39,d7,108055.1,f1,g1,h0,27231.26,j0
15715951,562,France,Male,42,d2,100238.35,f0,g0,h0,86797.41,j0
15591100,675,Spain,Male,36,d9,106190.55,f0,g0,h1,22994.32,j0
15609618,721,Germany,Male,28,d9,154475.54,f1,g0,h1,101300.94,j1
15675522,628,Germany,Female,30,d9,132351.29,f1,g1,h1,74169.13,j0
15705512,668,Germany,Female,37,d6,167864.4,f0,g1,h0,115638.29,j0
15698028,506,France,Female,41,d1,0.0,f1,g1,h0,31766.3,j0
15661670,524,Germany,Female,31,d8,107818.63,f0,g1,h0,199725.39,j1
15600781,699,Germany,Male,34,d4,185173.81,f1,g1,h0,120834.48,j0
15682472,828,France,Male,34,d8,129433.34,f1,g0,h0,38131.77,j0
15580203,674,Spain,Male,39,d6,120193.42,f0,g0,h0,100130.95,j0
15690673,656,France,Female,39,d6,0.0,f1,g1,h0,141069.88,j0
15760085,684,Germany,Female,48,d10,126384.42,f0,g1,h1,198129.36,j0
15779659,625,France,Female,28,d3,0.0,f0,g0,h0,183646.41,j0
15627360,432,France,Male,42,d9,152603.45,f0,g1,h0,110265.24,j1
15671137,549,France,Female,52,d1,0.0,f0,g0,h1,8636.05,j1
15782688,625,Germany,Male,56,d0,148507.24,f0,g1,h0,46824.08,j1
15575492,828,France,Female,41,d7,0.0,f1,g1,h0,171378.77,j0
15591607,770,France,Male,24,d9,101827.07,f0,g1,h0,167256.35,j0
15740404,758,France,Female,34,d3,0.0,f1,g1,h1,124226.16,j0
15718369,795,Germany,Female,33,d9,130862.43,f0,g1,h1,114935.21,j0
15677871,687,France,Male,38,d9,122570.87,f0,g1,h1,35608.88,j0
15642004,686,France,Male,25,d1,0.0,f1,g0,h1,16459.37,j0
15712543,789,Germany,Male,39,d7,124828.46,f1,g1,h1,124411.08,j0
15584518,589,Germany,Female,50,d5,144895.05,f1,g1,h1,34941.23,j0
15802381,461,Germany,Female,34,d5,63663.93,f0,g0,h1,167784.28,j0
15610156,637,France,Male,40,d2,133463.1,f0,g0,h1,93165.34,j0
15594408,584,Spain,Female,48,d2,213146.2,f0,g1,h0,75161.25,j1
15640905,579,Spain,Female,35,d1,129490.36,f1,g0,h1,8590.83,j1
15698932,756,Germany,Male,44,d10,137452.09,f0,g1,h0,189543.9,j0
15724944,663,France,Male,34,d7,0.0,f1,g1,h1,180427.24,j0
15628145,682,France,Female,43,d5,125851.93,f0,g1,h1,193318.33,j0
15713483,793,Spain,Male,52,d2,0.0,f0,g1,h0,159123.82,j1
15612350,691,France,Female,31,d5,40915.55,f0,g1,h0,126213.84,j1
15800703,485,Spain,Female,21,d5,113157.22,f0,g1,h1,54141.5,j0
15705707,635,Spain,Female,29,d8,138296.94,f1,g1,h0,141075.51,j0
15754105,650,France,Male,37,d5,106967.18,f0,g0,h0,24495.03,j0
15703264,735,France,Male,44,d9,120681.63,f0,g1,h0,74836.34,j0
15794413,416,France,Male,32,d0,0.0,f1,g0,h1,878.87,j0
15650237,754,Spain,Female,32,d7,0.0,f1,g1,h0,89520.75,j0
15759618,535,France,Female,48,d9,0.0,f0,g1,h0,149892.79,j1
15811589,716,Spain,Male,42,d8,0.0,f1,g1,h0,180800.42,j0
15689044,539,France,Male,37,d2,127609.59,f0,g1,h0,98646.22,j0
15709368,614,France,Female,43,d6,0.0,f1,g1,h1,109041.53,j0
15679145,706,Spain,Male,57,d7,0.0,f0,g1,h0,17941.16,j1
15655007,758,France,Female,33,d7,0.0,f1,g0,h0,82996.47,j0
15623595,586,Spain,Female,28,d2,0.0,f1,g1,h1,92067.35,j0
15589975,646,France,Female,73,d6,97259.25,f0,g0,h1,104719.66,j0
15804017,631,Germany,Female,33,d4,123246.7,f0,g0,h0,112687.57,j0
15692132,717,Spain,Female,22,d6,101060.25,f0,g0,h1,84699.56,j0
15641122,684,France,Male,30,d2,0.0,f1,g1,h0,83473.82,j0
15630910,800,France,Female,49,d7,108007.36,f0,g0,h0,47125.11,j0
15680772,721,Spain,Female,36,d2,0.0,f1,g1,h1,106977.8,j0
15658929,683,Spain,Male,29,d0,133702.89,f0,g1,h0,55582.54,j1
15585388,660,Germany,Male,31,d9,125189.75,f1,g1,h1,139874.43,j0
15724623,704,Germany,Female,24,d7,113034.22,f0,g1,h0,162503.48,j1
15588537,615,Spain,Female,41,d9,109013.23,f0,g1,h0,196499.96,j0
15574692,667,Spain,Female,39,d2,0.0,f1,g1,h0,40721.24,j1
15611325,682,Germany,Male,24,d9,57929.81,f1,g0,h0,53134.3,j0
15587562,484,France,Female,29,d4,130114.39,f0,g1,h0,164017.89,j0
15613172,628,Germany,Male,27,d5,95826.49,f1,g1,h0,155996.96,j0
15651022,480,Germany,Male,44,d10,129608.57,f0,g1,h0,5472.7,j1
15586310,578,France,Male,30,d4,169462.09,f0,g1,h0,112187.11,j0
15625524,512,France,Male,40,d5,0.0,f1,g1,h1,146457.83,j0
15755209,484,Spain,Female,35,d7,133868.21,f0,g1,h1,27286.1,j0
15645248,510,France,Female,30,d0,0.0,f1,g1,h1,130553.47,j0
15790355,606,Germany,Male,36,d5,190479.48,f1,g0,h0,179351.89,j0
15762615,597,Spain,Female,40,d8,101993.12,f0,g0,h1,94774.12,j0
15625426,754,Germany,Female,55,d3,161608.81,f0,g1,h0,8080.85,j1
15716334,850,Spain,Female,45,d2,122311.21,f0,g1,h1,19482.5,j0
15789669,510,France,Male,65,d2,0.0,f1,g1,h1,48071.61,j0
15621075,778,Germany,Female,45,d1,162150.42,f1,g1,h0,174531.27,j0
15810845,636,France,Male,42,d2,0.0,f1,g1,h1,55470.78,j0
15719377,804,France,Female,50,d4,0.0,f0,g1,h1,8546.87,j1
15654506,514,France,Male,32,d8,0.0,f1,g1,h0,95857.18,j0
15771977,730,France,Female,39,d1,99010.67,f0,g1,h0,194945.8,j0
15708710,525,Spain,Female,37,d0,0.0,f0,g0,h1,131521.72,j0
15726676,616,Spain,Male,30,d5,0.0,f1,g0,h1,196108.51,j0
15587421,687,Germany,Female,34,d7,111388.18,f1,g1,h0,148564.76,j0
15726931,715,France,Female,41,d8,56214.85,f1,g0,h0,92982.61,j1
15771086,512,France,Female,36,d3,84327.77,f1,g1,h0,17675.36,j0
15756850,479,France,Male,40,d1,0.0,f1,g0,h0,114996.43,j0
15702741,601,France,Male,32,d8,93012.89,f0,g1,h0,86957.42,j0
15679200,580,Spain,Male,29,d9,61710.44,f1,g1,h0,128077.8,j0
15594815,807,France,Male,35,d3,174790.15,f0,g1,h1,600.36,j0
15635905,616,Spain,Female,32,d6,0.0,f1,g1,h1,43001.46,j0
15777892,721,Germany,Male,37,d3,107720.64,f0,g1,h1,158591.12,j0
15656176,501,France,Male,57,d10,0.0,f1,g1,h1,47847.19,j0
15811127,521,France,Male,35,d6,96423.84,f0,g1,h0,10488.44,j0
15604482,850,Spain,Male,30,d2,141040.01,f0,g1,h1,5978.2,j0
15622911,759,France,Male,42,d4,105420.18,f0,g0,h1,121409.06,j0
15600974,516,Spain,Male,50,d5,0.0,f0,g0,h1,146145.93,j1
15727868,711,France,Female,38,d2,129022.06,f1,g1,h1,14374.86,j1
15627801,512,Spain,Male,33,d3,176666.62,f0,g1,h0,94670.77,j0
15773039,550,France,Male,37,d3,0.0,f0,g1,h1,179670.31,j0
15755262,608,Spain,Female,41,d3,89763.84,f0,g0,h0,199304.74,j1
15679531,618,France,Male,34,d5,134954.53,f0,g1,h1,151954.39,j0
15684181,643,France,Male,45,d5,0.0,f0,g1,h0,142513.5,j1
15612087,671,France,Male,45,d2,106376.85,f0,g0,h1,158264.62,j0
15752047,689,Germany,Male,33,d2,161814.64,f1,g1,h0,169381.9,j0
15624592,603,France,Male,31,d8,0.0,f1,g1,h1,169915.02,j0
15573152,620,France,Female,41,d9,0.0,f1,g0,h0,88852.47,j0
15594917,676,France,Female,34,d1,63095.01,f0,g1,h1,40645.81,j0
15785542,572,Germany,Male,26,d4,118287.01,f1,g0,h0,60427.3,j0
15723488,668,Germany,Male,47,d7,106854.21,f0,g0,h1,157959.02,j1
15680920,695,France,Male,46,d7,49512.55,f0,g1,h0,133007.34,j0
15786308,730,Spain,Female,33,d9,0.0,f1,g0,h0,176576.62,j0
15659366,807,France,Male,43,d1,105799.32,f1,g1,h0,34888.04,j1
15774854,592,France,Male,54,d8,0.0,f0,g1,h1,28737.71,j1
15725311,726,France,Female,31,d9,114722.05,f1,g1,h1,98178.57,j0
15787155,514,Spain,Male,30,d7,0.0,f0,g0,h1,125010.24,j0
15727829,567,France,Male,42,d2,0.0,f1,g1,h1,167984.61,j0
15733247,850,France,Male,33,d10,0.0,f0,g1,h0,4861.72,j1
15568748,671,Germany,Male,45,d6,99564.22,f0,g1,h1,108872.45,j1
15699029,670,France,Male,37,d4,170557.91,f1,g1,h0,198252.88,j0
15774393,694,France,Female,30,d9,0.0,f1,g1,h1,26960.31,j0
15676895,547,Germany,Female,39,d6,74596.15,f2,g1,h1,85746.52,j1
15637753,751,Germany,Male,50,d2,96888.39,f0,g1,h0,77206.25,j1
15605461,594,Germany,Female,29,d3,130830.22,f0,g1,h0,61048.53,j0
15808473,673,France,Male,72,d1,0.0,f1,g0,h1,111981.19,j0
15627000,610,France,Male,40,d0,0.0,f1,g1,h0,62232.6,j0
15787174,512,France,Female,37,d1,0.0,f1,g0,h1,156105.03,j0
15723886,767,Germany,Male,20,d3,119714.25,f1,g0,h1,150135.38,j0
15704769,585,France,Female,67,d5,113978.97,f1,g0,h1,93146.11,j0
15772896,763,Germany,Male,42,d6,100160.75,f0,g1,h0,33462.94,j1
15711540,712,France,Female,29,d2,0.0,f0,g1,h1,144375.0,j0
15764866,539,Germany,Female,43,d3,116220.5,f2,g1,h0,55803.96,j1
15794056,668,France,Female,46,d2,0.0,f2,g1,h0,89048.46,j1
15795149,703,France,Male,28,d2,81173.83,f1,g0,h1,162812.16,j0
15812009,662,Spain,Male,38,d4,0.0,f1,g1,h0,136259.65,j0
15651001,725,Germany,Female,39,d5,116803.8,f0,g1,h0,124052.97,j0
15813844,703,France,Male,37,d8,105961.68,f1,g0,h1,74158.8,j0
15596175,659,Germany,Male,67,d6,117411.6,f0,g1,h1,45071.09,j1
15576269,523,Spain,Male,34,d7,0.0,f1,g1,h0,62030.06,j0
15797219,635,France,Female,40,d10,123497.58,f0,g1,h0,131953.23,j1
15685500,772,Germany,Male,26,d7,152400.51,f1,g1,h0,79414.0,j0
15599792,545,France,Female,26,d1,0.0,f1,g1,h1,199638.56,j0
15657566,634,Germany,Male,24,d8,103097.85,f0,g1,h1,157577.29,j0
15772423,739,Germany,Male,54,d8,126418.14,f0,g1,h0,134420.75,j1
15628112,771,Germany,Female,36,d5,77846.9,f0,g0,h0,99805.99,j0
15753754,587,Spain,Female,34,d1,0.0,f1,g1,h1,97932.68,j0
15793726,681,France,Female,79,d0,0.0,f1,g0,h1,170968.99,j0
15694717,544,Germany,Male,37,d2,79731.91,f0,g1,h1,57558.95,j0
15665834,696,Spain,Male,28,d8,0.0,f0,g0,h0,176713.47,j0
15765297,766,Spain,Male,41,d0,0.0,f1,g0,h1,34283.23,j0
15636684,727,France,Male,34,d10,0.0,f1,g1,h1,198637.34,j0
15592979,671,Germany,Female,34,d6,37266.67,f1,g0,h0,156917.12,j0
15750803,693,France,Female,30,d6,127992.25,f0,g1,h1,50457.2,j0
15607178,850,Germany,Male,38,d3,54901.01,f0,g1,h1,140075.55,j0
15713853,732,Germany,Male,42,d9,108748.08,f1,g1,h1,65323.11,j0
15673481,726,Spain,Female,48,d6,99906.19,f0,g1,h0,64323.24,j0
15686776,557,France,Female,32,d6,184686.41,f1,g1,h0,14956.44,j0
15673693,682,France,Female,26,d0,110654.02,f0,g0,h1,111879.21,j0
15700696,738,Spain,Male,31,d9,79019.8,f0,g1,h1,18606.23,j0
15813163,531,Spain,Female,36,d9,99240.51,f0,g1,h0,123137.01,j0
15653857,498,France,Male,34,d2,0.0,f1,g1,h1,148528.24,j0
15777076,651,France,Male,36,d7,0.0,f1,g1,h0,13898.31,j0
15717398,549,Spain,Female,39,d7,0.0,f0,g0,h0,81259.25,j1
15799217,791,Germany,Female,35,d7,52436.2,f0,g1,h0,161051.75,j0
15787071,650,Spain,Male,41,d9,0.0,f1,g0,h1,191599.67,j0
15619955,733,Germany,Male,34,d3,100337.96,f2,g1,h0,48559.19,j1
15796505,811,Germany,Female,34,d1,149297.19,f1,g1,h1,186339.74,j0
15725166,707,France,Male,30,d8,0.0,f1,g1,h0,33159.37,j0
15800116,712,Germany,Male,28,d4,145605.44,f0,g0,h1,93883.53,j0
15758685,706,Spain,Female,37,d7,0.0,f1,g1,h1,110899.3,j0
15694456,756,France,Male,62,d3,0.0,f0,g1,h1,11199.04,j1
15767339,777,France,Female,53,d10,0.0,f1,g1,h0,189992.97,j0
15683562,646,France,Male,35,d6,84026.86,f0,g0,h1,164255.69,j0
15782210,714,France,Male,46,d1,0.0,f0,g1,h0,152167.79,j1
15668893,782,France,Male,39,d8,0.0,f1,g1,h1,33949.67,j0
15669169,775,Spain,Male,29,d10,0.0,f1,g1,h1,68143.93,j0
15643024,479,Germany,Male,35,d4,138718.92,f0,g1,h1,47251.79,j1
15699389,807,France,Male,42,d7,118274.71,f0,g1,h1,25885.72,j0
15708608,799,France,Female,22,d8,174185.98,f1,g0,h1,192633.85,j0
15626144,675,France,Male,40,d7,113208.86,f1,g1,h0,34577.36,j0
15573112,602,Spain,Male,29,d5,103907.28,f0,g1,h0,161229.84,j0
15790678,475,France,Female,32,d8,119023.28,f0,g1,h0,100816.29,j0
15727556,744,Spain,Female,26,d5,166297.89,f0,g1,h1,181694.44,j0
15697307,588,Spain,Male,34,d10,0.0,f1,g1,h0,79078.91,j0
15652266,703,Germany,Male,42,d9,63227.0,f0,g0,h1,137316.32,j0
15607098,747,Spain,Female,41,d5,94521.17,f1,g1,h0,194926.86,j0
15655774,583,France,Male,27,d7,0.0,f1,g1,h0,51285.49,j0
15590241,750,Spain,Female,34,d9,112822.26,f0,g0,h0,150401.53,j1
15785819,681,France,Male,38,d3,0.0,f1,g1,h1,112491.96,j0
15723654,773,France,Male,25,d2,135903.33,f0,g1,h0,73656.38,j0
15774510,714,France,Female,31,d4,125169.26,f0,g1,h1,106636.89,j0
15684173,687,Spain,Female,44,d7,0.0,f2,g1,h0,155853.52,j1
15650068,511,France,Male,58,d0,149117.31,f0,g1,h1,162599.51,j0
15811490,627,France,Male,33,d5,0.0,f1,g1,h1,103737.82,j0
15803976,694,France,Female,31,d10,0.0,f1,g1,h0,160990.27,j0
15682541,616,Spain,Female,36,d6,132311.71,f0,g0,h0,15462.84,j0
15695699,687,France,Male,35,d8,0.0,f1,g1,h0,10334.05,j0
15624188,712,France,Female,33,d6,0.0,f1,g1,h1,190686.16,j0
15812191,553,France,Male,33,d4,118082.89,f0,g0,h0,94440.45,j0
15636673,667,France,Male,31,d1,119266.69,f0,g1,h1,28257.63,j0
15594898,731,France,Male,43,d2,0.0,f0,g1,h1,170034.95,j1
15660211,629,Germany,Male,35,d7,156847.29,f1,g1,h0,31824.29,j0
15773972,614,France,Male,50,d4,137104.47,f0,g1,h0,127166.49,j1
15746726,438,Germany,Male,31,d8,78398.69,f0,g1,h0,44937.01,j0
15712287,652,France,Female,80,d4,0.0,f1,g1,h1,188603.07,j0
15702919,729,Germany,Male,30,d6,63669.42,f0,g1,h0,145111.37,j0
15674398,642,France,Male,38,d3,0.0,f1,g0,h0,171463.83,j0
15797960,806,Germany,Female,59,d0,135296.33,f0,g1,h0,182822.5,j0
15631868,744,Spain,Male,36,d2,153804.44,f0,g1,h1,87213.33,j0
15581539,474,Spain,Male,37,d3,0.0,f1,g0,h0,57175.32,j0
15662736,559,France,Male,49,d2,147069.78,f0,g1,h0,120540.83,j1
15666252,706,Spain,Male,42,d9,0.0,f1,g1,h1,28714.34,j0
15677512,628,Spain,Female,22,d3,0.0,f0,g1,h0,85426.28,j0
15626114,429,France,Male,24,d4,95741.75,f0,g1,h0,46170.75,j0
15810834,525,Spain,Female,57,d2,145965.33,f0,g1,h1,64448.36,j0
15678910,680,France,Female,30,d8,141441.75,f0,g1,h1,16278.97,j0
15694408,749,France,Male,40,d1,139290.41,f0,g1,h0,182855.42,j1
15585215,763,France,Female,31,d4,0.0,f1,g0,h0,50404.72,j0
15682757,734,France,Male,30,d3,0.0,f1,g1,h0,107640.25,j0
15736601,716,France,Male,35,d4,144428.87,f0,g1,h0,134132.65,j0
15601848,594,France,Male,35,d2,0.0,f1,g1,h0,103480.69,j0
15736008,644,France,Female,46,d9,95441.27,f0,g1,h0,108761.05,j1
15669064,671,Germany,Male,35,d1,144848.74,f0,g1,h1,179012.3,j0
15624528,664,Germany,Male,26,d7,116244.14,f1,g1,h1,95145.14,j0
15598493,656,France,Male,50,d7,0.0,f1,g0,h1,72143.44,j0
15601274,667,Spain,Female,40,d1,146502.07,f0,g1,h0,19162.89,j0
15702669,663,Germany,Male,44,d2,117028.6,f1,g0,h1,144680.18,j0
15728669,584,Germany,Female,30,d8,112013.81,f0,g1,h0,177772.03,j1
15742668,626,Spain,Female,37,d6,108269.37,f0,g1,h0,5597.94,j0
15697441,485,France,Male,29,d7,182123.79,f0,g1,h0,116828.51,j1
15740476,659,Germany,Female,32,d3,150923.74,f1,g0,h1,174652.51,j0
15648064,649,France,Male,33,d2,0.0,f1,g1,h0,2010.98,j0
15636624,805,Spain,Female,39,d5,165272.13,f0,g1,h0,14109.85,j1
15807923,716,Germany,Female,39,d10,115301.31,f0,g1,h0,43527.4,j1
15745844,642,Germany,Female,40,d6,129502.49,f1,g0,h1,86099.23,j1
15786170,659,France,Male,31,d4,118342.26,f0,g0,h0,161574.19,j0
15681081,545,Spain,Female,47,d5,0.0,f1,g1,h1,38970.14,j0
15684484,543,France,Male,22,d8,0.0,f1,g0,h0,127587.22,j0
15785869,718,France,Female,25,d7,0.0,f1,g1,h0,30380.12,j0
15763859,840,France,Female,43,d7,0.0,f1,g1,h0,90908.95,j0
15658935,630,Germany,Female,34,d9,106937.05,f1,g1,h0,138275.01,j0
15747358,643,Germany,Male,59,d3,170331.37,f0,g1,h1,32171.79,j0
15735203,654,Germany,Female,32,d1,114510.85,f0,g1,h1,126143.23,j0
15576256,582,France,Male,39,d5,0.0,f1,g1,h1,129892.93,j0
15659420,659,Spain,Male,32,d3,107594.11,f1,g1,h1,102416.84,j0
15593365,762,Spain,Male,39,d2,81273.13,f0,g1,h1,18719.67,j0
15777352,568,Spain,Female,32,d7,169399.6,f0,g1,h0,61936.22,j0
15812007,670,Spain,Male,25,d6,0.0,f1,g1,h1,78358.94,j0
15625461,613,France,Female,45,d1,187841.99,f1,g1,h1,147224.27,j0
15739438,539,France,Male,30,d0,0.0,f1,g1,h0,160979.66,j0
15611759,850,Spain,Female,57,d8,126776.3,f1,g1,h1,132298.49,j0
15661629,522,Spain,Male,34,d9,126436.29,f0,g1,h0,174248.52,j1
15633950,737,France,Male,41,d1,101960.74,f0,g1,h1,123547.28,j0
