C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,label
108000127.0,19098.0,c4,3.5,2000.0,2309.0,3.0,h6,2000.0,0.0,2008.0,0.0,98177.0,47.7027,-122.361,1440.0,1548.0,r0,s0,t2,456500.0
7454000315.0,30848.40000000014,c2,1.0,740.0,6300.0,1.0,h4,740.0,0.0,1942.0,0.0,98126.0,47.5158,-122.376,740.0,6300.0,r0,s0,t2,299500.0
2767600635.0,31971.600000000093,c2,3.0,2020.0,5000.0,1.0,h6,1350.0,670.0,1952.0,0.0,98117.0,47.6758,-122.375,1160.0,1118.0,r0,s0,t2,742500.0
8725950360.0,31453.200000000183,c2,1.75,1570.0,1108.0,3.0,h7,1570.0,0.0,2007.0,0.0,98004.0,47.6215,-122.2,1940.0,1160.0,r0,s0,t2,720000.0
9136103026.0,26528.40000000014,c3,1.75,1380.0,3225.0,1.0,h5,940.0,440.0,1915.0,0.0,98103.0,47.6652,-122.338,1250.0,3750.0,r0,s0,t3,539000.0
5347200070.0,31107.600000000093,c3,1.0,1150.0,2496.0,1.0,h4,1010.0,140.0,1947.0,0.0,98126.0,47.5194,-122.376,1340.0,1203.0,r0,s0,t2,339000.0
3260810580.0,30243.600000000093,c3,2.75,2190.0,7258.0,2.0,h6,2190.0,0.0,2000.0,0.0,98003.0,47.3486,-122.301,2190.0,8645.0,r0,s0,t2,345000.0
4177100005.0,29034.0,c4,2.5,2970.0,7961.0,1.0,h6,2020.0,950.0,1969.0,0.0,98125.0,47.7118,-122.29,1410.0,7959.0,r0,s0,t2,635000.0
8079040320.0,25664.40000000014,c4,3.0,1850.0,9976.0,2.0,h6,1850.0,0.0,1991.0,0.0,98059.0,47.5059,-122.149,2270.0,8542.0,r0,s0,t2,430000.0
8035600290.0,29898.0,c4,2.5,2500.0,8215.0,2.0,h6,2500.0,0.0,1990.0,0.0,98031.0,47.4124,-122.204,2360.0,7801.0,r0,s0,t2,372000.0
3600072.0,28688.40000000014,c4,2.75,2220.0,5310.0,1.0,h5,1170.0,1050.0,1951.0,0.0,98144.0,47.5801,-122.294,1540.0,4200.0,r0,s0,t4,680000.0
293000068.0,3628.800000000047,c3,1.75,1640.0,7437.0,1.0,h5,1090.0,550.0,1948.0,0.0,98126.0,47.5324,-122.38,1640.0,7436.0,r0,s0,t2,556000.0
1964700054.0,20221.200000000183,c3,2.5,1660.0,1344.0,3.0,h6,1660.0,0.0,2008.0,0.0,98102.0,47.644,-122.327,1750.0,2040.0,r0,s0,t2,975000.0
7570050070.0,24109.200000000183,c5,3.5,2880.0,5000.0,2.0,h6,2260.0,620.0,2012.0,0.0,98038.0,47.3455,-122.023,2590.0,4800.0,r0,s0,t2,419900.0
5151200215.0,19357.200000000183,c4,2.5,2430.0,6766.0,2.0,h6,2430.0,0.0,1999.0,0.0,98177.0,47.7294,-122.358,1820.0,6772.0,r0,s0,t2,585000.0
1724069059.0,1900.8000000000463,c5,4.0,4580.0,4443.0,3.0,h8,4580.0,0.0,2004.0,0.0,98075.0,47.5682,-122.059,2710.0,4443.0,r1,s4,t2,2000000.0
6072800170.0,31194.0,c4,4.0,3330.0,24354.0,1.0,h8,3330.0,0.0,1961.0,0.0,98006.0,47.5708,-122.192,3880.0,25493.0,r0,s0,t3,2500000.0
8833510190.0,15728.40000000014,c4,2.5,2650.0,9627.0,1.0,h6,1610.0,1040.0,1976.0,0.0,98028.0,47.7684,-122.254,2650.0,9221.0,r0,s3,t3,490000.0
2822059091.0,25232.40000000014,c2,1.5,2060.0,7713.0,1.5,h5,2060.0,0.0,1930.0,0.0,98030.0,47.3722,-122.185,1780.0,7713.0,r0,s0,t3,213500.0
6169901130.0,11404.800000000048,c3,3.0,2490.0,3600.0,2.0,h6,1790.0,700.0,1911.0,0.0,98119.0,47.6313,-122.369,2490.0,3600.0,r0,s3,t3,1385000.0
2122049038.0,26269.200000000183,c2,1.0,2180.0,12875.0,1.0,h5,1480.0,700.0,1959.0,0.0,98198.0,47.3757,-122.303,1800.0,7447.0,r0,s0,t2,275000.0
809001525.0,4665.600000000093,c4,1.0,2550.0,4000.0,2.0,h6,2370.0,180.0,1905.0,0.0,98109.0,47.6354,-122.353,2200.0,4000.0,r0,s0,t2,890000.0
1778350070.0,604.8000000000466,c4,2.75,2790.0,10819.0,2.0,h8,2790.0,0.0,1996.0,0.0,98027.0,47.5515,-122.08,3080.0,12603.0,r0,s0,t2,765000.0
8860500130.0,6566.40000000014,c4,3.5,2720.0,6781.0,2.0,h6,2100.0,620.0,1999.0,0.0,98055.0,47.4612,-122.215,2280.0,5942.0,r0,s0,t2,365000.0
323059208.0,2764.8000000000466,c3,2.0,1880.0,10758.0,1.0,h4,940.0,940.0,1952.0,0.0,98059.0,47.5091,-122.144,2060.0,21000.0,r0,s0,t4,320000.0
8669160270.0,5961.600000000093,c3,2.5,1550.0,3402.0,2.0,h5,1550.0,0.0,2009.0,0.0,98002.0,47.3523,-122.212,2095.0,3402.0,r0,s0,t2,273500.0
9528102865.0,25923.600000000093,c5,3.0,3030.0,4120.0,1.5,h5,1930.0,1100.0,1913.0,0.0,98115.0,47.6771,-122.319,1280.0,3090.0,r0,s0,t3,794500.0
7138200150.0,1382.4000000001397,c5,2.5,1970.0,8605.0,2.0,h5,1970.0,0.0,1994.0,0.0,98022.0,47.1944,-122.013,1970.0,8460.0,r0,s0,t3,297000.0
3876000120.0,26442.0,c5,1.75,2250.0,8970.0,1.0,h5,1500.0,750.0,1966.0,0.0,98034.0,47.7217,-122.188,1940.0,8710.0,r0,s0,t3,390000.0
7375300100.0,17802.0,c3,1.5,1510.0,7642.0,1.0,h5,1510.0,0.0,1959.0,0.0,98008.0,47.5978,-122.116,2180.0,8357.0,r0,s0,t2,400000.0
3396830020.0,13824.0,c3,2.5,1820.0,7500.0,2.0,h6,1820.0,0.0,1985.0,0.0,98052.0,47.7155,-122.104,2040.0,8304.0,r0,s0,t2,424000.0
3204900010.0,24627.600000000093,c3,2.5,2800.0,10603.0,2.0,h7,2800.0,0.0,2001.0,0.0,98011.0,47.7528,-122.195,2580.0,10603.0,r0,s0,t2,550000.0
7579200767.0,16160.40000000014,c2,2.0,1440.0,1170.0,2.0,h7,960.0,480.0,2004.0,0.0,98116.0,47.5592,-122.385,1440.0,1350.0,r0,s0,t2,435000.0
2768301525.0,15033.600000000091,c3,3.25,1570.0,1777.0,2.0,h6,1260.0,310.0,2007.0,0.0,98107.0,47.6655,-122.369,1000.0,1777.0,r0,s0,t2,570000.0
255370570.0,17456.40000000014,c4,3.5,2690.0,5564.0,2.0,h5,2690.0,0.0,2007.0,0.0,98038.0,47.3537,-122.018,2210.0,4046.0,r0,s0,t2,359950.0
9322800210.0,1555.2000000001865,c4,2.25,3500.0,13875.0,1.0,h7,1830.0,1670.0,1938.0,0.0,98146.0,47.5083,-122.388,2960.0,15000.0,r0,s4,t3,879950.0
5249804510.0,6480.0,c3,2.0,1410.0,4800.0,1.5,h6,1410.0,0.0,1927.0,0.0,98118.0,47.5597,-122.267,1820.0,7200.0,r0,s0,t3,655000.0
1423910670.0,2160.0,c4,1.0,2100.0,9288.0,1.0,h5,1050.0,1050.0,1968.0,0.0,98058.0,47.4558,-122.171,1600.0,8550.0,r0,s0,t3,305000.0
1139000685.0,7603.200000000186,c4,2.75,2330.0,6703.0,1.5,h5,1710.0,620.0,1983.0,0.0,98177.0,47.7066,-122.359,2060.0,7500.0,r0,s0,t2,580000.0
7574910780.0,1036.8000000000466,c3,2.5,3030.0,30007.0,1.5,h8,3030.0,0.0,1992.0,0.0,98077.0,47.743,-122.036,3360.0,34983.0,r0,s0,t3,766950.0
923000580.0,25664.40000000014,c4,2.75,2760.0,8160.0,1.5,h6,1780.0,980.0,1940.0,0.0,98177.0,47.7248,-122.365,2720.0,8160.0,r0,s2,t3,614000.0
1604730150.0,14256.0,c5,3.0,2800.0,5700.0,2.0,h6,2800.0,0.0,2014.0,0.0,98059.0,47.4969,-122.145,2910.0,5349.0,r0,s0,t2,639983.0
2770604665.0,23850.0,c2,1.5,1670.0,6000.0,1.0,h5,1090.0,580.0,1950.0,0.0,98119.0,47.6517,-122.374,1670.0,6000.0,r0,s0,t2,612125.0
9485950060.0,19011.600000000093,c5,1.75,3690.0,36036.0,1.0,h7,1890.0,1800.0,1985.0,0.0,98042.0,47.3473,-122.085,2680.0,44131.0,r0,s0,t2,440000.0
1336800240.0,518.4000000001397,c6,3.0,3510.0,5760.0,2.5,h8,3510.0,0.0,1906.0,0.0,98112.0,47.6263,-122.312,3450.0,5760.0,r0,s0,t3,1750000.0
2998300075.0,23331.600000000093,c4,2.75,2960.0,5040.0,2.0,h7,2210.0,750.0,1952.0,1993.0,98116.0,47.5747,-122.408,2270.0,5500.0,r0,s3,t2,857500.0
1062100085.0,16851.600000000093,c2,1.0,940.0,5000.0,1.0,h5,940.0,0.0,1950.0,0.0,98155.0,47.7518,-122.279,1800.0,7400.0,r0,s0,t2,350000.0
984220290.0,24541.200000000183,c3,1.75,1860.0,7191.0,1.0,h5,1260.0,600.0,1975.0,0.0,98058.0,47.4338,-122.168,1850.0,7490.0,r0,s0,t3,345000.0
1788300020.0,5788.800000000047,c3,1.0,1040.0,8892.0,1.0,h4,800.0,240.0,1958.0,0.0,98023.0,47.3273,-122.349,820.0,9000.0,r0,s0,t3,183500.0
1438000190.0,11404.800000000048,c4,3.5,2660.0,5690.0,2.0,h6,1920.0,740.0,2014.0,0.0,98059.0,47.4775,-122.122,2970.0,5690.0,r0,s0,t2,549995.0
9828701565.0,24454.800000000047,c3,2.0,2240.0,5200.0,1.0,h5,1630.0,610.0,1954.0,0.0,98112.0,47.6191,-122.296,1470.0,3775.0,r0,s0,t2,375000.0
5490700100.0,19011.600000000093,c3,1.0,1210.0,7649.0,1.0,h5,1210.0,0.0,1956.0,0.0,98155.0,47.7693,-122.32,1210.0,6760.0,r0,s0,t3,310000.0
3303900090.0,15033.600000000091,c3,2.25,2650.0,12845.0,1.0,h7,1770.0,880.0,1977.0,0.0,98034.0,47.7209,-122.256,2650.0,12902.0,r0,s3,t2,898000.0
8682320090.0,1468.8000000000466,c2,2.5,2380.0,9374.0,1.0,h6,2380.0,0.0,2011.0,0.0,98053.0,47.7095,-122.019,1610.0,5000.0,r0,s2,t2,818000.0
6303400150.0,12960.0,c3,1.0,1160.0,8636.0,1.0,h4,1160.0,0.0,1923.0,0.0,98146.0,47.5097,-122.357,1300.0,8636.0,r0,s0,t2,255000.0
133000271.0,18406.800000000047,c5,2.5,2540.0,5100.0,2.0,h5,2540.0,0.0,2014.0,0.0,98168.0,47.5123,-122.316,1400.0,9440.0,r0,s0,t2,355000.0
7202350010.0,7257.600000000093,c3,2.25,1630.0,2490.0,2.0,h5,1630.0,0.0,2004.0,0.0,98053.0,47.6807,-122.031,1630.0,2680.0,r0,s0,t2,468000.0
1159100100.0,4233.600000000093,c3,2.25,1940.0,11612.0,1.0,h6,1100.0,840.0,1981.0,0.0,98178.0,47.5018,-122.23,2180.0,8954.0,r0,s0,t3,359950.0
164000271.0,10886.40000000014,c3,1.0,980.0,7228.0,1.5,h5,980.0,0.0,1946.0,0.0,98133.0,47.7294,-122.353,1070.0,7228.0,r0,s0,t2,340000.0
1328320350.0,18493.200000000183,c4,2.5,3190.0,9856.0,2.0,h6,3190.0,0.0,1979.0,0.0,98058.0,47.4445,-122.126,2260.0,7996.0,r0,s0,t2,387500.0
8045000180.0,30589.200000000183,c3,2.0,1490.0,7431.0,1.0,h5,1490.0,0.0,1966.0,0.0,98052.0,47.6697,-122.162,1700.0,7725.0,r0,s0,t3,585888.0
452001280.0,5356.800000000047,c3,1.0,1240.0,5000.0,1.5,h5,1240.0,0.0,1909.0,0.0,98107.0,47.6755,-122.367,1240.0,4900.0,r0,s0,t4,529950.0
2149800148.0,1036.8000000000466,c3,2.0,1850.0,8250.0,1.0,h5,1150.0,700.0,1952.0,0.0,98002.0,47.3066,-122.209,1580.0,7153.0,r0,s0,t3,257200.0
7211400850.0,8726.40000000014,c3,1.5,1200.0,5000.0,1.0,h4,1200.0,0.0,1979.0,0.0,98146.0,47.5122,-122.357,1440.0,2500.0,r0,s0,t2,229000.0
1402600570.0,22122.0,c3,2.25,1580.0,6561.0,1.0,h6,1200.0,380.0,1981.0,0.0,98058.0,47.4394,-122.14,1710.0,7241.0,r0,s0,t2,320000.0
2768200212.0,11404.800000000048,c2,2.5,1320.0,1157.0,2.0,h6,990.0,330.0,2014.0,0.0,98107.0,47.6689,-122.363,1550.0,1519.0,r0,s0,t2,499950.0
644200065.0,26614.800000000047,c4,2.5,2620.0,11200.0,1.0,h6,1770.0,850.0,1962.0,0.0,98004.0,47.5876,-122.193,2360.0,11200.0,r0,s0,t3,1030000.0
3668000070.0,21430.800000000047,c3,1.75,1060.0,7875.0,1.0,h5,1060.0,0.0,1986.0,0.0,98092.0,47.2761,-122.152,1420.0,7680.0,r0,s0,t3,212000.0
98030530.0,3369.600000000093,c4,3.25,3490.0,7024.0,2.0,h8,3490.0,0.0,2006.0,0.0,98075.0,47.5834,-121.972,3450.0,6866.0,r0,s0,t2,745000.0
3298500690.0,5788.800000000047,c3,1.0,1150.0,7314.0,1.0,h5,1150.0,0.0,1960.0,0.0,98008.0,47.6246,-122.113,1350.0,7350.0,r0,s0,t2,300000.0
2113700790.0,27133.200000000183,c3,1.0,1270.0,4000.0,1.0,h5,1120.0,150.0,1954.0,0.0,98106.0,47.5293,-122.354,1220.0,4600.0,r0,s0,t2,435010.0
626059365.0,29811.600000000093,c3,3.5,3200.0,10344.0,2.0,h8,3200.0,0.0,2007.0,0.0,98011.0,47.7636,-122.216,2550.0,20152.0,r0,s0,t2,699000.0
2249500059.0,21603.600000000093,c3,2.0,1810.0,2159.0,1.0,h5,1010.0,800.0,1922.0,0.0,98109.0,47.6273,-122.345,1810.0,2159.0,r0,s0,t2,550000.0
9136101776.0,12009.600000000091,c4,1.0,1680.0,4087.0,1.5,h5,1680.0,0.0,1911.0,0.0,98103.0,47.6667,-122.337,1740.0,3745.0,r0,s0,t2,709000.0
1923000160.0,4233.600000000093,c4,3.5,2970.0,14486.0,2.0,h7,2340.0,630.0,1997.0,0.0,98040.0,47.5627,-122.215,3680.0,14486.0,r0,s0,t2,905000.0
255520180.0,19875.600000000093,c3,2.5,4040.0,8653.0,2.0,h7,2900.0,1140.0,2006.0,0.0,98019.0,47.7378,-121.975,3360.0,8653.0,r0,s0,t2,565000.0
6918100170.0,27738.0,c4,3.0,2250.0,7882.0,2.0,h6,1570.0,680.0,1986.0,0.0,98198.0,47.3703,-122.314,1550.0,7508.0,r0,s0,t2,250000.0
8725950020.0,10108.800000000048,c2,1.75,1570.0,1207.0,3.0,h7,1570.0,0.0,2007.0,0.0,98004.0,47.6215,-122.201,1570.0,1206.0,r0,s0,t2,695000.0
5104520460.0,27565.200000000183,c4,2.5,2350.0,5100.0,2.0,h6,2350.0,0.0,2003.0,0.0,98038.0,47.3507,-122.007,2190.0,5100.0,r0,s0,t2,399950.0
5104510240.0,1468.8000000000466,c4,2.5,1830.0,8601.0,2.0,h5,1830.0,0.0,2003.0,0.0,98038.0,47.3576,-122.016,1830.0,5184.0,r0,s0,t2,339000.0
1823059159.0,31885.200000000183,c2,1.0,850.0,5000.0,1.0,h3,850.0,0.0,1907.0,0.0,98055.0,47.4874,-122.207,910.0,4815.0,r0,s0,t2,298000.0
8635760480.0,23331.600000000093,c3,2.5,2330.0,3610.0,2.0,h6,2330.0,0.0,1999.0,0.0,98074.0,47.6022,-122.021,1830.0,2948.0,r0,s0,t2,473975.0
2426049113.0,29984.40000000014,c4,1.5,2020.0,9583.0,2.0,h5,2020.0,0.0,1963.0,0.0,98034.0,47.7283,-122.238,1770.0,8625.0,r0,s0,t3,459000.0
1695900025.0,28429.200000000183,c2,1.0,1010.0,3627.0,1.0,h4,1010.0,0.0,1924.0,0.0,98144.0,47.5873,-122.294,1630.0,4040.0,r0,s2,t3,450000.0
192300020.0,1641.6000000000931,c3,2.75,2100.0,10362.0,2.0,h7,1510.0,590.0,1998.0,0.0,98045.0,47.4347,-121.417,2240.0,11842.0,r0,s0,t2,525000.0
9474700020.0,86.4000000001397,c3,1.0,1010.0,9945.0,1.0,h4,1010.0,0.0,1973.0,0.0,98065.0,47.5324,-121.763,1390.0,12710.0,r0,s0,t3,310000.0
7436900045.0,12614.40000000014,c3,1.0,1150.0,10196.0,1.0,h5,1150.0,0.0,1957.0,0.0,98052.0,47.6788,-122.162,1410.0,8925.0,r0,s0,t3,383000.0
739500270.0,16851.600000000093,c3,1.5,1120.0,11430.0,1.0,h5,1120.0,0.0,1963.0,0.0,98031.0,47.4105,-122.194,1790.0,8760.0,r0,s0,t3,227950.0
9000025.0,18579.600000000093,c2,1.0,1420.0,4635.0,2.0,h5,1420.0,0.0,1941.0,1973.0,98115.0,47.68,-122.304,1810.0,4635.0,r0,s0,t3,496000.0
455000760.0,27046.800000000047,c3,2.0,2500.0,6733.0,1.0,h6,1770.0,730.0,1979.0,0.0,98107.0,47.6691,-122.36,1770.0,6343.0,r0,s0,t2,685000.0
6139800640.0,25750.800000000047,c3,2.5,2080.0,12032.0,2.0,h6,2080.0,0.0,1978.0,0.0,98077.0,47.7455,-122.073,2320.0,9900.0,r0,s0,t2,490000.0
7379600240.0,6307.200000000186,c3,1.75,1950.0,8480.0,1.0,h6,1250.0,700.0,1962.0,0.0,98007.0,47.5893,-122.15,1740.0,8480.0,r0,s0,t3,615000.0
1951100110.0,24109.200000000183,c3,1.75,1630.0,9450.0,1.0,h5,1080.0,550.0,1977.0,0.0,98032.0,47.3729,-122.295,1280.0,9100.0,r0,s0,t3,240000.0
795000620.0,27046.800000000047,c3,1.0,1080.0,6250.0,1.0,h3,1080.0,0.0,1950.0,0.0,98168.0,47.5045,-122.33,1070.0,6250.0,r0,s0,t1,157000.0
9297301065.0,15555.600000000091,c3,1.0,1800.0,4800.0,1.0,h7,900.0,900.0,1927.0,0.0,98126.0,47.5672,-122.372,1400.0,4800.0,r0,s2,t3,625000.0
7283900045.0,31194.0,c3,2.5,2160.0,6288.0,2.0,h6,2160.0,0.0,1996.0,0.0,98133.0,47.7655,-122.35,1830.0,7600.0,r0,s0,t2,549950.0
1826049408.0,31107.600000000093,c3,1.5,1600.0,8040.0,1.0,h5,1050.0,550.0,1965.0,0.0,98133.0,47.7471,-122.337,1810.0,7819.0,r0,s0,t3,383900.0
739000035.0,22381.200000000183,c1,1.0,680.0,21727.0,1.0,h3,680.0,0.0,1952.0,1995.0,98058.0,47.446,-122.175,1470.0,19406.0,r0,s0,t2,291970.0
2323069022.0,22294.800000000047,c2,1.0,1800.0,119790.0,1.0,h5,1200.0,600.0,1947.0,1977.0,98027.0,47.4617,-122.012,2320.0,79208.0,r0,s0,t3,390000.0
8648200030.0,6480.0,c3,1.75,1100.0,10968.0,1.0,h5,1100.0,0.0,1984.0,0.0,98042.0,47.363,-122.08,1400.0,7799.0,r0,s0,t4,260000.0
1568100290.0,4233.600000000093,c4,3.0,2240.0,8504.0,2.0,h5,2240.0,0.0,1992.0,0.0,98155.0,47.7348,-122.295,1570.0,8460.0,r0,s0,t2,337000.0
7214800430.0,26528.40000000014,c3,3.0,2540.0,18900.0,1.0,h5,1580.0,960.0,1978.0,0.0,98072.0,47.754,-122.144,2270.0,16000.0,r0,s0,t2,475000.0
6884800180.0,3456.0,c4,2.0,2090.0,3610.0,1.5,h5,1790.0,300.0,1927.0,0.0,98115.0,47.6881,-122.313,1660.0,3767.0,r0,s0,t4,619400.0
2141330050.0,1555.2000000001865,c4,1.75,2450.0,13300.0,1.0,h7,1630.0,820.0,1987.0,0.0,98006.0,47.5564,-122.13,3150.0,15500.0,r0,s2,t3,760000.0
5422420120.0,6566.40000000014,c3,2.0,1420.0,6788.0,2.0,h5,1420.0,0.0,1990.0,0.0,98023.0,47.2887,-122.351,1790.0,6607.0,r0,s0,t2,252000.0
1524079156.0,3369.600000000093,c5,2.25,1970.0,15247.0,1.0,h5,1450.0,520.0,1986.0,0.0,98024.0,47.5669,-121.905,1300.0,10800.0,r0,s0,t2,435000.0
4388600030.0,15987.600000000091,c5,2.25,3220.0,9603.0,2.0,h6,3220.0,0.0,1972.0,0.0,98052.0,47.6474,-122.11,2260.0,10093.0,r0,s0,t2,605000.0
2887701251.0,13651.200000000186,c2,1.0,740.0,4275.0,1.0,h4,740.0,0.0,1924.0,0.0,98115.0,47.688,-122.308,1900.0,4275.0,r0,s0,t4,392800.0
9169600043.0,30848.40000000014,c3,1.75,2190.0,6450.0,1.0,h6,1480.0,710.0,1957.0,0.0,98136.0,47.5284,-122.391,2190.0,6450.0,r0,s0,t2,765000.0
5438000160.0,3283.2000000001863,c3,1.5,1150.0,8686.0,1.0,h5,1150.0,0.0,1963.0,0.0,98055.0,47.4417,-122.194,1760.0,8798.0,r0,s0,t3,213400.0
5637200150.0,22208.40000000014,c3,2.0,1660.0,7509.0,1.0,h5,1660.0,0.0,2002.0,0.0,98059.0,47.4872,-122.144,2380.0,8598.0,r0,s0,t2,343500.0
3888100133.0,14256.0,c3,1.0,1160.0,10988.0,1.0,h5,1160.0,0.0,1965.0,0.0,98033.0,47.6818,-122.165,1670.0,51376.0,r0,s0,t2,360000.0
820079101.0,20221.200000000183,c3,2.25,2040.0,435600.0,2.0,h5,2040.0,0.0,1983.0,0.0,98022.0,47.2328,-121.945,2020.0,223027.0,r0,s2,t3,525000.0
2473370110.0,16938.0,c5,2.5,2250.0,10400.0,1.0,h6,1280.0,970.0,1973.0,0.0,98058.0,47.4501,-122.139,2140.0,9592.0,r0,s0,t2,370000.0
4233600260.0,20912.40000000014,c5,4.0,4180.0,12042.0,2.0,h8,4180.0,0.0,2014.0,0.0,98075.0,47.5959,-122.014,1800.0,6052.0,r0,s0,t2,1255780.0
