GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan,class
130.8496504,175.3333333,83.40277778,342.2777778,21.17167847,w
145.1779661,218.4666667,102.4,571.5333333,27.51678276,n
143.4444444,220.5555556,102.1111111,616.5555556,30.87934505,n
127.4038023,194.4457831,85.04819277,348.686747,17.53058833,n
134.5770887,229.739726,115.0958904,508.4657534,28.98129667,n
125.7254902,215.75,93.0,758.5,31.48908541,n
128.7527174,175.7659574,73.32978723,229.8510638,10.86738968,n
130.1407136,206.6282723,100.1727749,174.8638743,23.05961492,n
118.703125,211.25,96.08333333,328.7916667,17.05867122,n
130.696562,213.7142857,95.5952381,437.7142857,31.95582268,n
102.7,213.2,100.6,492.0,18.16516813,n
130.9791667,221.0,100.0,601.0,19.8158186,n
127.6080292,176.0,73.68965517,275.6321839,12.68663549,n
138.8083378,190.4827586,81.76724138,345.6896552,22.14604501,n
144.6483051,221.4666667,98.2,552.8666667,13.63752992,n
115.7886905,256.8571429,125.2380952,785.4285714,9.762020905,n
126.8587513,205.6774194,105.1774194,187.0483871,18.2442456,n
128.5853018,201.6041667,94.66666667,454.6458333,20.63758034,n
116.6964618,218.4411765,95.38235294,592.1176471,32.63836662,n
145.0728155,208.3076923,93.92307692,493.0769231,24.70943571,n
133.4198473,241.7727273,120.8181818,586.6818182,22.64356808,n
127.2594021,212.5230769,98.69230769,384.0923077,21.40472768,n
128.5841709,207.68,96.72,535.44,35.6538974,n
142.0546875,204.75,90.625,375.125,18.26187542,n
127.2188119,190.3149606,110.1023622,383.3937008,19.66645422,w
120.812009,224.5892857,107.1517857,578.2321429,42.18898429,n
133.446875,210.95,90.3,559.45,31.37112526,n
122.1999159,209.2608696,93.06688963,646.3244147,29.78572786,n
126.996,259.8510638,123.4468085,809.1702128,12.07536317,n
125.0416667,216.1666667,94.58333333,550.75,25.32260601,n
129.6037625,198.6448598,88.0,371.7383178,42.90861534,n
130.25,256.4769231,153.1692308,429.7076923,23.3712715,n
128.9930314,222.0,101.7777778,479.9444444,49.53175811,n
142.6818182,210.2777778,93.94444444,628.3333333,25.65848836,n
118.5929334,220.6315789,102.9064327,670.0526316,30.68245787,n
125.7826087,220.1464174,109.0436137,536.2398754,24.86326462,n
96.57894737,249.1578947,111.2631579,763.8421053,20.50930469,n
134.4807122,187.8352941,81.89411765,361.4,16.48853644,n
133.5553064,449.6904762,425.6428571,670.4404762,30.40559858,n
140.6183575,210.1923077,94.53846154,600.5,25.45766732,n
119.9624746,239.9516129,113.3225806,739.9677419,30.17398387,n
134.7023433,210.2727273,95.46464646,444.0,25.07608258,n
113.2735426,218.0,97.21428571,603.1785714,24.36989088,n
113.5803571,201.3809524,88.0952381,427.5714286,14.77127199,n
120.372211,183.9193548,75.0,315.1612903,25.09204699,n
115.5059289,232.5,99.5625,584.4375,22.04957128,n
121.9114114,218.1190476,96.04761905,583.0238095,27.47623174,n
143.9270833,400.8333333,307.0,425.9166667,43.20003537,n
162.075,244.2,118.2,698.0,19.95394698,n
119.7648903,243.65,118.85,526.4,34.50778898,n
132.8179612,236.7884615,139.8653846,302.2692308,20.21375235,n
111.7539267,230.8333333,115.375,546.0416667,30.42474208,n
113.203125,229.5,103.3333333,725.6666667,30.58957702,n
139.4076087,228.0869565,113.5652174,471.6086957,27.24758708,n
105.0238095,188.75,83.5,307.625,44.3931301,n
117.5700483,249.9230769,124.9615385,650.6346154,20.05505551,n
114.3695652,233.0,111.0,765.0,13.6707311,n
141.3803922,211.875,96.25,621.9375,15.77961006,n
108.8860294,192.7647059,83.0,316.8823529,17.17908924,n
122.2457002,203.3137255,89.70588235,412.7058824,35.81392812,n
140.1356383,210.5319149,93.9787234,422.5957447,26.34728196,n
126.8811189,179.6111111,81.83333333,319.1666667,31.21237241,n
129.1752988,204.5,98.75,166.5,7.688262157,n
145.041958,212.5,97.88888889,405.3888889,17.46469101,n
130.5846354,223.9375,99.10416667,665.8958333,28.11156315,n
102.9765625,195.5,91.0,442.0,26.29519918,n
153.735119,259.2380952,133.3809524,432.1904762,21.09142178,n
138.0094502,239.5479452,113.3835616,495.0547945,16.83613473,n
104.2417219,222.1578947,103.6842105,511.8947368,17.75830343,n
137.0966387,211.4,91.8,621.4,30.01377462,n
110.6576577,190.2857143,78.5,417.0714286,28.79448643,n
129.4940653,192.4651163,82.44186047,242.4651163,13.94763443,n
128.5195313,192.625,86.3125,589.25,18.73822547,n
133.4698732,222.5714286,106.0336134,645.7563025,27.44493817,n
120.90625,209.4,93.3,571.8,36.67710457,n
125.41959,237.4710145,114.0144928,575.0362319,21.22615048,n
132.8674419,201.5,84.85185185,565.8333333,23.26710177,n
183.28125,328.0,223.0,384.0,7.0,n
129.9504505,213.7857143,94.21428571,628.6428571,42.94989962,n
134.4845606,200.7037037,85.59259259,291.2962963,15.51820914,n
119.7504174,234.0397351,108.2384106,687.8476821,34.12169122,n
119.2447917,240.25,143.9166667,424.0,16.44245014,n
107.3832335,224.952381,103.6190476,651.0,22.88757894,n
109.2194093,213.4,95.2,562.2,12.80867761,n
153.4921875,208.75,91.0,501.75,15.79111696,n
123.526178,207.5833333,97.875,582.6666667,23.65528445,n
112.0119048,257.6603774,120.8301887,871.3773585,28.03923407,n
125.2430556,180.6666667,91.66666667,338.3333333,21.73635516,n
143.0869565,195.8076923,89.84615385,424.5,22.36163901,n
122.7248908,201.4482759,87.65517241,359.3448276,22.80100546,n
120.3219064,217.1333333,98.26666667,665.96,24.36135373,n
122.0451128,217.96,100.2,617.28,19.17973931,n
130.5573048,201.9207921,87.32673267,183.0049505,8.402709615,n
135.1929612,202.0384615,90.38461538,477.3461538,36.94299843,n
128.2354312,230.8888889,109.7777778,676.8888889,23.4787941,n
108.9472789,226.0810811,105.3783784,704.1621622,27.49904042,n
97.15178571,217.0,107.0,448.0,11.64614327,n
117.2115385,244.9565217,154.826087,389.8695652,28.67027864,n
124.3434936,239.2407407,116.3703704,441.537037,25.26456038,n
114.4217172,234.08,125.68,392.44,22.73309482,n
115.8492679,237.4931507,113.9726027,570.8767123,21.00296202,n
116.5504808,251.6153846,112.9230769,883.5384615,14.97631266,n
122.9416667,241.1764706,113.3235294,706.3235294,30.46918291,n
133.5416667,208.7333333,90.2,474.4666667,25.79095449,n
141.5546875,252.0,115.75,696.25,21.98721219,n
112.173913,199.1304348,89.34782609,512.3043478,38.28976182,n
113.713877,251.9545455,118.8409091,801.6818182,32.62582129,n
132.2779456,204.7142857,88.66666667,344.952381,18.46612391,n
144.4475524,210.6111111,92.05555556,694.1111111,26.51205177,n
136.7291667,217.6,97.53333333,512.5333333,28.84024965,n
119.8961625,193.3571429,87.67857143,332.2142857,11.61389913,n
119.3036876,200.4827586,107.5172414,405.2068966,38.79186205,n
117.8740741,205.8235294,88.23529412,478.8235294,23.93893616,n
124.4125,218.6,103.4,617.1,14.7543214,n
122.0090909,233.7655172,106.6344828,662.262069,41.04161398,n
134.326087,203.5652174,88.60869565,491.173913,23.47230198,n
114.0326087,253.5576923,118.6346154,689.0961538,19.43966352,n
131.1647727,206.6818182,114.7272727,483.0454545,22.9035437,w
118.1988449,313.9078947,204.6184211,508.0263158,29.0925873,n
151.375,297.9090909,210.8181818,353.7272727,31.16763526,n
93.5,253.75,123.375,817.875,16.53027525,n
133.3870519,226.8444444,116.4722222,432.1666667,34.913708,n
121.5371094,334.53125,221.515625,385.359375,46.6508364,n
119.6438849,330.3428571,223.2857143,393.3142857,20.90124496,n
102.4943182,215.6363636,94.18181818,454.9090909,21.7768548,n
128.8581395,193.2839506,82.19753086,444.5925926,30.96654143,n
106.3263889,216.7777778,92.66666667,556.6666667,27.57391861,n
130.6622137,213.969697,96.04545455,649.030303,32.69997459,n
109.375,202.0,82.0,302.0,16.49810595,n
130.0105018,184.8703704,103.1666667,319.7777778,21.73225274,w
124.5904664,197.3252033,120.6422764,398.8536585,18.67563734,w
127.9323653,249.3373494,152.5722892,385.2228916,32.62843466,n
123.2378151,237.3933333,110.92,481.8333333,22.73786465,n
118.2400881,215.2413793,95.68965517,646.862069,16.11677068,n
117.96875,226.0,100.0,517.0,16.18641406,n
128.1147228,238.0606061,105.9393939,730.6969697,28.78379556,n
134.5828437,253.0,114.9814815,836.7777778,16.27398515,n
137.7169118,210.8235294,91.88235294,397.7647059,25.0938722,n
118.522293,236.0869565,109.2173913,843.2898551,33.11403603,n
121.7578947,174.0,92.66666667,217.7777778,14.05544576,w
117.9715447,223.8387097,95.93548387,583.2580645,29.40962629,n
103.7445055,213.2173913,96.26086957,611.5652174,28.75823216,n
141.8419118,265.9411765,119.4117647,876.8235294,25.68157418,n
117.1875,213.5833333,92.58333333,519.1666667,33.19094589,n
94.75,325.6666667,189.3333333,362.3333333,37.87589383,n
143.2813688,178.88,78.8,361.7,13.43501396,n
127.8979314,235.8877953,108.476378,687.2145669,28.94716538,n
127.9463087,178.3684211,92.36842105,278.4736842,14.97745305,w
112.2233503,221.24,103.16,627.16,22.84402767,n
124.2448759,308.8793103,197.1896552,722.3793103,50.26496086,n
137.8303571,222.0,105.0,709.0,35.29641249,n
135.69375,257.2,115.9333333,822.0333333,42.98402804,n
125.8909487,200.0344828,89.93103448,508.8103448,24.66014539,n
141.407563,225.8,111.5333333,612.8,26.04150533,n
117.1715391,237.2945205,109.0684932,746.8424658,27.93467099,n
106.6,230.1,107.0,679.1,15.27907065,n
134.7638889,208.8333333,84.33333333,406.7222222,29.20214773,n
130.8579387,201.7777778,88.06666667,471.8444444,16.21850795,n
122.3645214,240.4655172,115.2241379,736.9568966,29.8832747,n
122.0871671,284.0,176.0769231,303.7884615,24.54384888,n
113.7933333,246.2553191,111.893617,676.787234,33.26988832,n
104.5945946,196.2857143,83.07142857,385.0,25.26674026,n
115.2122241,243.1081081,112.3783784,876.4324324,28.67003281,n
116.36,218.2631579,97.36842105,597.6315789,28.64898852,n
142.2421875,222.75,99.125,609.875,27.6258484,n
130.3622896,213.7263158,123.7052632,153.7684211,10.9291042,n
128.125,212.0,93.13888889,470.25,32.36252977,n
121.624,222.8023256,103.8255814,669.9534884,26.46748671,n
136.1904762,211.2,93.88,589.88,28.05691359,n
109.2291667,216.7777778,91.0,554.3333333,29.71635456,n
124.9349548,233.4144144,108.6846847,789.2072072,24.1447156,n
116.4005236,235.7291667,108.6875,729.9583333,33.73484742,n
125.6102088,214.3333333,95.40740741,574.8888889,20.39190781,n
142.7395833,220.6111111,100.6666667,480.6666667,16.75384607,n
126.0421053,210.7083333,97.58333333,618.75,17.76696177,n
114.5121951,229.2777778,107.3333333,743.1666667,25.43085518,n
135.7944535,231.4805195,128.7792208,367.6623377,22.96749483,n
109.8532934,244.5952381,115.1428571,748.9285714,13.62936672,n
103.4829545,231.8181818,112.4545455,599.7272727,27.58787613,n
118.3515864,209.9805068,90.57309942,568.5204678,32.58566642,n
127.8356974,201.3584906,116.509434,372.1320755,23.92911092,w
134.1422764,186.9032258,79.0,300.5806452,17.57167572,n
120.7072368,380.9473684,296.4210526,443.9473684,27.75945348,n
183.28125,222.5,111.0,457.0,4.0,n
135.8781362,203.6857143,92.62857143,460.3714286,28.60403853,n
129.5097826,234.25,109.2844828,566.3103448,35.64903048,n
130.1451613,188.7741935,89.93548387,414.9354839,36.446988,n
118.6013986,234.8888889,115.8333333,675.5,34.05500045,n
145.0787037,219.6296296,102.2592593,507.6296296,27.41021007,n
154.8359375,241.375,115.75,598.25,33.52214753,n
100.7912621,236.0,98.53846154,726.8461538,21.34140626,n
127.3015222,226.635514,108.8785047,632.0186916,37.16207982,n
119.1024735,201.8591549,89.81690141,438.5774648,38.0947409,n
118.2818312,261.2045455,144.2272727,294.7954545,21.63918049,n
120.5789797,472.3431373,474.2352941,800.5,42.49571523,n
124.2291667,210.3333333,110.6666667,457.0,17.21110752,n
129.5846995,287.4486486,167.1081081,169.1243243,26.5759515,n
132.6125954,242.5757576,111.9393939,826.2727273,12.21463994,n
140.1828704,344.2592593,257.1481481,681.7037037,42.33603893,n
124.724036,252.9046693,116.7937743,757.4571984,13.79738994,n
114.1134644,258.8915663,127.686747,640.7349398,24.57305046,n
123.2920925,230.982906,110.7435897,648.1282051,31.52993422,n
174.9583333,216.0,98.0,541.0,7.586537784,n
130.6539862,193.2371795,88.78205128,234.2179487,16.37784635,n
120.3090909,253.516129,121.6774194,692.0645161,34.11543116,n
113.8161765,218.2352941,103.2941176,655.0588235,16.89741079,n
131.6428571,192.6603774,80.79245283,386.509434,19.53622116,n
143.3138173,204.3703704,92.48148148,532.1851852,23.84517965,n
112.1696429,230.7142857,105.8571429,650.5714286,40.69347839,n
119.460686,237.8823529,110.3781513,690.5168067,26.42272851,n
122.1590429,283.6629213,134.9438202,212.9550562,39.29208182,n
136.0039526,209.25,89.5,308.0,14.11061214,n
165.65625,230.0,108.0,555.0,9.027735043,n
113.0881356,236.0,100.7894737,726.4210526,17.15660312,n
134.1552347,197.7428571,85.34285714,449.3714286,24.49089793,n
111.9645669,199.8125,90.875,520.5625,29.57029496,n
121.8145695,458.6578947,392.2894737,605.0789474,16.14067744,n
113.8059211,197.4210526,84.78947368,385.8947368,45.53455964,n
135.564055,246.0591716,129.147929,532.7159763,36.4803769,n
113.5039164,235.0208333,111.4166667,636.1666667,25.21428132,n
112.1030534,215.773913,95.66956522,581.8,29.36057565,n
123.9189698,195.01,84.09,365.3,25.91936728,n
124.591944,179.4166667,89.08333333,208.0833333,20.35260168,w
102.7864583,219.5,100.5,609.5,21.42995697,n
136.818854,214.7058824,93.14705882,447.7352941,34.45412174,n
114.2564576,227.4117647,102.5882353,755.0882353,22.30375781,n
115.6875,208.0833333,95.77777778,425.5277778,42.71091456,n
104.7142857,182.7857143,81.78571429,281.7142857,21.16552839,n
120.7925926,286.1960784,192.7843137,437.372549,31.08159197,n
116.1785714,233.9090909,112.0454545,626.5227273,30.96201185,n
137.9155844,225.1025641,102.6410256,595.8717949,27.69425444,n
135.78125,242.0,110.0,761.0,22.28473412,n
119.5015167,229.3870968,105.4677419,708.3709677,30.6111866,n
145.93125,199.9,89.9,476.1,10.30970417,n
128.5079942,215.7325581,97.24418605,498.9186047,50.79432461,n
140.4734513,245.9014085,114.8309859,656.7183099,31.28015863,n
104.7,275.1,178.0,462.7,41.25299989,n
115.6436782,239.9,121.9,610.3333333,25.95514828,n
95.81818182,220.5555556,106.7777778,715.5555556,10.31838824,n
123.8257191,218.2972973,99.83783784,650.7837838,24.95527043,n
124.3669565,202.8981481,92.17592593,459.9351852,25.99731408,n
145.7861635,199.4,88.8,364.0,12.70590414,n
131.3761755,222.35,102.8,621.75,41.41968131,n
122.9372385,223.15,103.6333333,601.8166667,30.38224536,n
122.8478261,352.7868852,265.9344262,380.0983607,18.18652794,n
146.3883929,210.7857143,99.21428571,572.7857143,27.27636339,n
136.5198676,216.6315789,101.4210526,474.8947368,24.0446261,n
123.0802005,231.0,117.8,299.96,26.15969419,n
136.0052632,289.125,165.0833333,428.1666667,15.36223499,n
129.9556776,231.3956386,109.8161994,611.2461059,26.39969647,n
117.4646739,199.3913043,82.56521739,344.8695652,18.50703642,n
153.5416667,204.0,87.0,452.0,1.699673171,n
120.5954969,217.5679012,104.4320988,480.1234568,33.60008945,n
136.009542,213.1818182,97.0,593.4848485,37.99893672,n
133.5096154,187.4347826,77.5,354.2173913,17.52466531,n
165.1971831,218.1111111,98.0,655.8888889,22.42022896,n
122.5722433,228.6363636,100.1515152,609.4545455,16.42972066,n
127.4528302,203.9,89.5,520.35,26.5301715,n
136.005988,218.9047619,96.52380952,582.3333333,21.49524021,n
130.1727905,179.8125,76.75,251.75,10.69298105,n
130.4442786,197.1889764,89.36220472,201.5826772,16.73446026,n
123.5139949,203.7297297,87.89189189,521.5675676,39.08470695,n
152.2847222,234.2222222,111.2222222,554.0,21.91904296,n
121.5503472,202.4444444,89.52777778,535.2777778,38.83324392,n
93.203125,364.0,235.0,490.0,101.566173,n
128.2003183,187.2816456,81.21835443,305.1265823,29.42149791,n
138.1781327,191.4117647,83.92156863,348.1764706,13.63812532,n
129.0156647,236.5518395,130.8695652,375.8528428,29.51551422,n
135.5818987,212.8242188,97.6328125,509.7226563,32.46378598,n
132.5658343,183.0892857,77.66964286,226.2678571,16.8060572,n
132.04375,191.7,95.9,543.4,23.20430994,n
125.9048051,207.0,94.69565217,605.7681159,33.61136724,n
126.0631164,221.25,103.875,803.375,31.00955939,n
124.1187845,207.1648352,89.83516484,560.0549451,28.75738303,n
130.6226506,178.1755725,76.13740458,262.5801527,16.40669177,n
112.5355191,208.4782609,86.82608696,470.2608696,18.03671953,n
113.1458333,222.4761905,109.3333333,602.4761905,34.32418477,n
111.0163043,236.7391304,117.3043478,706.173913,28.22934697,n
102.7112676,203.4444444,91.0,467.8888889,18.018509,n
129.0670742,251.9445161,116.5935484,706.0503226,8.781240055,n
124.8570736,211.4538462,94.4,433.3846154,25.82727791,n
131.6824458,196.78125,87.4375,358.140625,30.60273425,n
147.8894737,254.1666667,133.5,481.0,9.557937365,n
133.6666667,218.5,95.5,651.6666667,35.4976525,n
126.2141143,232.2171429,107.9504762,628.3828571,29.25688033,n
141.5546875,195.4375,86.0,492.5625,25.68552304,n
110.281457,212.1052632,95.26315789,591.7894737,30.48100085,n
128.0457064,204.9926471,92.43382353,446.0294118,24.9071459,n
183.28125,204.0,96.5,475.5,1.0,n
135.5948158,251.4347826,123.6304348,748.326087,28.14068928,n
126.2727273,224.3658537,106.2357724,721.1788618,31.65370911,n
117.7163324,208.0454545,88.36363636,415.2727273,22.49908171,n
130.6770992,174.9879518,75.26506024,312.7349398,12.14178109,n
119.013913,229.7638889,109.1944444,603.0694444,39.39202062,n
123.0496516,222.1527778,100.4027778,617.9166667,29.38977826,n
133.5911215,238.4814815,121.7407407,637.5185185,29.44339621,n
140.453125,206.25,96.5,569.75,12.22126732,n
160.234375,223.375,100.25,674.0,20.90716085,n
116.9453782,208.8,105.4666667,329.4,38.0008187,n
138.3139963,206.9558824,100.6617647,387.0294118,22.64102288,n
131.1826309,199.3469388,87.51020408,517.4897959,22.31249792,n
127.5125,291.4,217.4,323.8,40.87737761,n
152.0069444,213.4444444,100.4444444,718.5555556,31.25798663,n
145.4859155,215.8888889,98.88888889,499.3333333,7.475061418,n
115.8378192,207.3736264,92.91208791,460.3296703,23.80346105,n
134.4394993,195.8888889,89.44444444,394.3555556,25.55788395,n
130.8409259,237.7960784,111.8431373,608.7098039,37.56008131,n
144.387589,200.2580645,88.69354839,530.2580645,19.281231,n
149.078125,280.5,160.1666667,456.1666667,36.5956699,n
128.3523899,200.3134328,94.64179104,313.5970149,30.0563368,n
127.7176259,190.6285714,85.37142857,375.4285714,30.93157689,n
145.3625,223.8,104.2,586.6,26.51339284,n
119.5255814,211.8888889,92.22222222,537.5185185,31.80487492,n
156.6458333,250.0,116.0,717.0,19.77933827,n
133.9193038,174.3,81.4,213.3,9.725449861,n
118.3479624,226.15,138.85,608.9,29.07279656,w
114.9331984,233.1612903,114.7419355,563.1935484,18.86912039,n
120.5661861,231.3958333,103.8333333,690.7083333,22.5504065,n
112.4571429,226.1363636,109.3181818,742.2272727,25.22837835,n
136.7704403,200.3,91.6,570.6,31.8023584,n
109.3958333,233.8333333,113.5,654.8333333,18.57791401,n
123.3959011,228.4793814,104.0463918,540.9845361,27.31913295,n
135.1840149,177.0,78.5,406.4411765,16.31186653,n
146.4703704,203.3529412,94.94117647,433.2352941,21.15456383,n
112.9086538,394.5384615,231.1538462,389.0,19.23476881,n
118.4808743,216.2608696,96.2173913,498.5217391,21.64221877,n
133.9465441,246.9891892,116.9405405,607.5243243,26.39285159,n
109.4375,202.0909091,83.54545455,415.2727273,29.76047631,n
133.3075862,225.4835165,106.4835165,687.8901099,23.23982274,n
113.0469108,253.0363636,118.5454545,794.9272727,27.20980621,n
120.866107,220.3043478,97.53846154,564.6354515,38.7828501,n
134.8348214,279.4285714,118.9285714,912.7142857,18.9768925,n
123.4180258,200.6575342,90.10958904,321.4383562,22.2439603,n
127.2665331,245.4285714,114.7460317,786.9365079,19.6867891,n
138.0864382,211.4285714,103.952381,450.8095238,30.46696289,n
115.9406675,248.254902,116.9738562,618.3006536,19.66329631,n
157.859375,215.5,91.75,571.75,15.2048512,n
137.7176871,201.2972973,92.75675676,484.972973,20.54676293,n
145.1126126,204.7142857,85.71428571,495.0714286,22.28582875,n
119.2792485,239.3378378,107.7162162,727.1891892,17.32928314,n
159.5170455,223.6363636,98.90909091,556.4545455,23.85354765,n
133.7344078,182.0666667,73.48888889,340.1888889,16.95155042,n
126.3121819,221.7752525,101.9090909,621.9368687,32.62053965,n
94.61267606,228.0,95.33333333,686.4444444,14.77986618,n
120.7291667,486.6666667,375.3333333,582.0,10.70825227,n
130.6863517,211.9027778,99.71527778,386.5347222,42.95454942,n
140.75,213.6842105,95.21052632,756.3684211,10.72755016,n
129.8218152,180.0,77.68421053,266.3947368,16.68414308,n
120.2951807,190.0952381,82.04761905,325.4285714,13.22198403,n
131.3355372,207.0,97.10526316,264.1052632,21.21157109,n
138.5482955,210.5909091,98.09090909,470.1363636,20.38026918,n
118.2934211,252.40625,115.8125,732.3229167,12.11919964,n
132.4750687,198.30625,89.15,595.3,33.13183656,n
146.95625,255.0,126.0,648.5,19.68755952,n
126.6666667,246.1132075,143.8490566,440.5849057,35.59827001,n
131.4754346,208.1445783,94.01204819,415.746988,19.10588111,n
106.215,572.68,571.96,796.84,82.96360648,n
111.7820513,243.95,108.2,753.75,22.93136498,n
137.6942257,240.2916667,107.3958333,852.1875,32.38566963,n
123.5225225,228.2142857,105.0,590.8571429,32.72488911,n
125.4658754,190.4418605,91.65116279,188.0930233,19.02169209,n
133.6428571,214.3333333,95.42857143,355.9047619,24.90098305,n
131.5701493,206.1428571,89.47619048,453.0952381,20.86833794,n
97.91071429,211.0,91.0,501.0,17.57781533,n
138.8102894,222.4871795,100.0,581.2820513,34.0735369,n
129.2817503,186.2288136,80.55508475,324.6059322,26.70409985,n
112.9038462,215.5833333,94.19444444,670.1388889,22.35382904,n
127.5246691,204.7142857,95.16190476,495.9714286,26.3342547,n
115.0640394,214.7843137,98.92156863,662.2352941,33.23386543,n
137.4716599,239.6612903,114.2096774,690.8225806,31.44292684,n
131.0349301,197.8253968,88.93650794,332.5873016,24.43548589,n
139.8374348,197.4404762,89.07142857,536.3333333,22.4698841,n
134.3933075,234.1923077,112.3307692,598.0307692,30.62835153,n
129.7168539,265.1785714,147.5,231.9285714,14.86276508,n
135.4613971,248.6470588,134.3823529,454.1470588,44.95753475,n
138.205314,228.8076923,112.5384615,559.2307692,14.7261491,n
117.3097792,243.2512563,116.5628141,553.3819095,27.89581167,n
125.29718,253.3103448,116.6206897,692.1034483,17.14913254,n
136.3884298,187.0,83.52173913,372.0434783,13.33585357,n
128.6205357,237.7857143,98.64285714,610.5,15.84941897,n
132.0771412,192.1531532,81.56756757,338.2432432,24.48469987,n
138.2625635,203.4054054,93.78378378,403.6666667,21.44280032,n
114.4306931,248.3333333,121.6470588,529.4705882,16.21285273,n
143.4972826,211.6086957,95.73913043,612.3478261,29.53009423,n
128.9721627,217.2954545,100.5,504.625,25.76976093,n
136.7146739,208.9130435,91.73913043,601.0869565,32.93425886,n
123.0227273,215.8181818,97.72727273,418.0,33.88422193,n
115.56875,224.3,104.4,526.1,21.33447914,n
124.9753479,237.2018927,112.0788644,570.637224,30.35179989,n
128.2424795,199.3478261,92.43478261,264.6956522,15.65354261,n
130.5802005,211.12,99.04,405.46,19.3088995,n
